First_Procedure_Code,amb_acute_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
G159,2,G159,G159: Unspecified other therapeutic fibreoptic endoscopic operations on oesophagus,G15,G15: Other therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G161,2,G161,G161: Diagnostic fibreoptic endoscopic examination of oesophagus and biopsy of lesion of oesophagus,G16,G16: Diagnostic fibreoptic endoscopic examination of oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G163,1,G163,G163: Diagnostic fibreoptic insertion of Bravo pH capsule into oesophagus,G16,G16: Diagnostic fibreoptic endoscopic examination of oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.3,Live
G168,1,G168,G168: Other specified diagnostic fibreoptic endoscopic examination of oesophagus,G16,G16: Diagnostic fibreoptic endoscopic examination of oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G169,34,G169,G169: Unspecified diagnostic fibreoptic endoscopic examination of oesophagus,G16,G16: Diagnostic fibreoptic endoscopic examination of oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G178,1,G178,G178: Other specified endoscopic extirpation of lesion of oesophagus using rigid oesophagoscope,G17,G17: Endoscopic extirpation of lesion of oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G421,3,G421,G421: Fibreoptic endoscopic submucosal resection of lesion of upper gastrointestinal tract,G42,G42: Other fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.3,Live
G422,1,G422,G422: Fibreoptic endoscopic photodynamic therapy of lesion of upper gastrointestinal tract,G42,G42: Other fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.3,Live
G423,5,G423,G423: Fibreoptic endoscopic mucosal resection of lesion of upper gastrointestinal tract,G42,G42: Other fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.8,Live
G431,25,G431,G431: Fibreoptic endoscopic snare resection of lesion of upper gastrointestinal tract,G43,G43: Fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G432,52,G432,G432: Fibreoptic endoscopic laser destruction of lesion of upper gastrointestinal tract,G43,G43: Fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G433,2528,G433,G433: Fibreoptic endoscopic cauterisation of lesion of upper gastrointestinal tract,G43,G43: Fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
F191,2,F191,F191: Removal of dental implant,F19,F19: Other preprosthetic oral surgery,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.10,Live
F201,5,F201,F201: Excision of gingiva,F20,F20: Operations on gingiva,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F202,36,F202,F202: Excision of lesion of gingiva,F20,F20: Operations on gingiva,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F203,35,F203,F203: Biopsy of lesion of gingiva,F20,F20: Operations on gingiva,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F204,1,F204,F204: Gingivoplasty,F20,F20: Operations on gingiva,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F205,21,F205,F205: Suture of gingiva,F20,F20: Operations on gingiva,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F208,298,F208,F208: Other specified operations on gingiva,F20,F20: Operations on gingiva,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F211,3,F211,F211: Debridement of root of tooth,F21,F21: Operations on tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.10,Live
F562,1,F562,F562: Manipulative removal of calculus from submandibular duct,F56,F56: Manipulative removal of calculus from salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F581,2,F581,F581: Operations on parotid duct NEC,F58,F58: Other operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F582,119,F582,F582: Operations on submandibular duct NEC,F58,F58: Other operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F588,8,F588,F588: Other specified other operations on salivary duct,F58,F58: Other operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F631,1,F631,F631: Creation of impression for denture,F63,F63: Insertion of dental prosthesis,F63,F63: Other dental,F,F: Mouth,4.3,Live
F632,3,F632,F632: Fitting of denture,F63,F63: Insertion of dental prosthesis,F63,F63: Other dental,F,F: Mouth,4.3,Live
F633,2,F633,F633: Adjustment of denture,F63,F63: Insertion of dental prosthesis,F63,F63: Other dental,F,F: Mouth,4.3,Live
F635,16,F635,F635: Splinting of teeth,F63,F63: Insertion of dental prosthesis,F63,F63: Other dental,F,F: Mouth,4.3,Live
F638,1,F638,F638: Other specified insertion of dental prosthesis,F63,F63: Insertion of dental prosthesis,F63,F63: Other dental,F,F: Mouth,4.3,Live
G011,1,G011,G011: Oesophagogastrectomy and anastomosis of oesophagus to stomach,G01,G01: Excision of oesophagus and stomach,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G012,2,G012,G012: Oesophagogastrectomy and anastomosis of oesophagus to transposed jejunum,G01,G01: Excision of oesophagus and stomach,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G305,2,G305,G305: Maintenance of gastric band,G30,G30: Plastic operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.5,Live
G312,2,G312,G312: Bypass of stomach by anastomosis of stomach to duodenum,G31,G31: Connection of stomach to duodenum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G315,1,G315,G315: Closure of connection of stomach to duodenum,G31,G31: Connection of stomach to duodenum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.3,Live
G322,4,G322,G322: Revision of anastomosis of stomach to transposed jejunum,G32,G32: Connection of stomach to transposed jejunum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G323,2,G323,G323: Conversion to anastomosis of stomach to transposed jejunum,G32,G32: Connection of stomach to transposed jejunum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G324,1,G324,G324: Closure of connection of stomach to transposed jejunum,G32,G32: Connection of stomach to transposed jejunum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.3,Live
F138,3,F138,F138: Other specified restoration of tooth,F13,F13: Restoration of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F139,3,F139,F139: Unspecified restoration of tooth,F13,F13: Restoration of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F142,1,F142,F142: Insertion of movable orthodontic appliance NEC,F14,F14: Orthodontic operations,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F144,2,F144,F144: Removal of orthodontic appliance NEC,F14,F14: Orthodontic operations,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F145,1,F145,F145: Surgical exposure of tooth,F14,F14: Orthodontic operations,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F148,3,F148,F148: Other specified orthodontic operations,F14,F14: Orthodontic operations,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F152,1,F152,F152: Fitting of orthodontic bracket,F15,F15: Other orthodontic operations,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.3,Live
G013,1,G013,G013: Oesophagogastrectomy and anastomosis of oesophagus to jejunum NEC,G01,G01: Excision of oesophagus and stomach,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G345,149,G345,G345: Attention to gastrostomy tube,G34,G34: Artificial opening into stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G348,4,G348,G348: Other specified artificial opening into stomach,G34,G34: Artificial opening into stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G351,2329,G351,G351: Closure of perforated ulcer of stomach,G35,G35: Operations on ulcer of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G352,155,G352,G352: Closure of ulcer of stomach NEC,G35,G35: Operations on ulcer of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G358,19,G358,G358: Other specified operations on ulcer of stomach,G35,G35: Operations on ulcer of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G361,1,G361,G361: Gastropexy NEC,G36,G36: Other repair of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G362,328,G362,G362: Closure of perforation of stomach NEC,G36,G36: Other repair of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G369,1,G369,G369: Unspecified other repair of stomach,G36,G36: Other repair of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G381,5,G381,G381: Open biopsy of lesion of stomach,G38,G38: Other open operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G382,2,G382,G382: Open insertion of prosthesis into stomach,G38,G38: Other open operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G385,1,G385,G385: Incision of stomach NEC,G38,G38: Other open operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G386,1,G386,G386: Reduction of volvulus of stomach,G38,G38: Other open operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G388,1,G388,G388: Other specified other open operations on stomach,G38,G38: Other open operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G401,3,G401,G401: Pyloromyotomy,G40,G40: Incision of pylorus,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G403,11,G403,G403: Pyloroplasty NEC,G40,G40: Incision of pylorus,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
K104,2,K104,K104: Primary repair of defect of interatrial septum NEC,K10,K10: Repair of defect of interatrial septum,K01-K24,K01-K24: Wall septum and chambers of heart,K,K: Heart,4.2,Live
K475,1,K475,K475: Repair of arteriovenous malformation of coronary artery,K47,K47: Repair of coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.3,Live
L022,1,L022,L022: Ligature of patent ductus arteriosus,L02,L02: Open correction of patent ductus arteriosus,L01-L13,L01-L13: Great vessels and pulmonary artery,L,L: Arteries and Veins,4.2,Live
L031,2,L031,L031: Percutaneous transluminal prosthetic occlusion of patent ductus arteriosus,L03,L03: Transluminal operations on abnormality of great vessel,L01-L13,L01-L13: Great vessels and pulmonary artery,L,L: Arteries and Veins,4.2,Live
L378,1,L378,L378: Other specified reconstruction of subclavian artery,L37,L37: Reconstruction of subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L382,1,L382,L382: Ligation of subclavian artery,L38,L38: Other open operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L391,1,L391,L391: Percutaneous transluminal angioplasty of subclavian artery,L39,L39: Transluminal operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L395,1,L395,L395: Percutaneous transluminal insertion of stent into subclavian artery,L39,L39: Transluminal operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.3,Live
L431,1,L431,L431: Percutaneous transluminal angioplasty of renal artery,L43,L43: Transluminal operations on renal artery,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.2,Live
L433,2,L433,L433: Percutaneous transluminal embolisation of renal artery,L43,L43: Transluminal operations on renal artery,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.2,Live
L434,5,L434,L434: Arteriography of renal artery,L43,L43: Transluminal operations on renal artery,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.2,Live
L742,3,L742,L742: Creation of arteriovenous fistula NEC,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L743,10,L743,L743: Attention to arteriovenous shunt,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L744,1,L744,L744: Banding of arteriovenous fistula,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L747,5,L747,L747: Injection of radiocontrast substance into arteriovenous fistula,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.7,Live
L752,2,L752,L752: Repair of acquired arteriovenous fistula,L75,L75: Other arteriovenous operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L791,10,L791,L791: Insertion of filter into vena cava,L79,L79: Other operations on vena cava,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L793,3,L793,L793: Insertion of stent into vena cava NEC,L79,L79: Other operations on vena cava,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
M062,303,M062,M062: Drainage of kidney NEC,M06,M06: Incision of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M063,1,M063,M063: Closure of nephrostomy,M06,M06: Incision of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M068,5,M068,M068: Other specified incision of kidney,M06,M06: Incision of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M069,6,M069,M069: Unspecified incision of kidney,M06,M06: Incision of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M071,26,M071,M071: Ureteroscopic laser fragmentation of calculus of kidney,M07,M07: Therapeutic ureteroscopic operations on kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.9,Live
M072,4,M072,M072: Ureteroscopic extraction of calculus of kidney NEC,M07,M07: Therapeutic ureteroscopic operations on kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.9,Live
M078,5,M078,M078: Other specified therapeutic ureteroscopic operations on kidney,M07,M07: Therapeutic ureteroscopic operations on kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.9,Live
E371,3,E371,E371: Diagnostic microendoscopic examination of larynx and biopsy of lesion of larynx,E37,E37: Diagnostic microendoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.6,Live
E378,1,E378,E378: Other specified diagnostic microendoscopic examination of larynx,E37,E37: Diagnostic microendoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.6,Live
E379,17,E379,E379: Unspecified diagnostic microendoscopic examination of larynx,E37,E37: Diagnostic microendoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.6,Live
E388,2,E388,E388: Other specified other operations on larynx,E38,E38: Other operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E971,1,E971,E971: Education for inhaled therapy,E97,E97: Respiratory education,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
F018,4,F018,F018: Other specified partial excision of lip,F01,F01: Partial excision of lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
F019,1,F019,F019: Unspecified partial excision of lip,F01,F01: Partial excision of lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
F021,119,F021,F021: Excision of lesion of lip,F02,F02: Extirpation of lesion of lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
F022,10,F022,F022: Destruction of lesion of lip,F02,F02: Extirpation of lesion of lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
F028,41,F028,F028: Other specified extirpation of lesion of lip,F02,F02: Extirpation of lesion of lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
