First_Procedure_Code,eol_broad_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
M132,8659,M132,M132: Percutaneous drainage of kidney,M13,M13: Percutaneous puncture of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M133,105,M133,M133: Percutaneous aspiration of kidney NEC,M13,M13: Percutaneous puncture of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M135,28,M135,M135: Percutaneous injection of radiocontrast substance into kidney,M13,M13: Percutaneous puncture of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M136,7290,M136,M136: Percutaneous insertion of nephrostomy tube,M13,M13: Percutaneous puncture of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M372,6,M372,M372: Repair of vesicocolic fistula,M37,M37: Other repair of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M373,49,M373,M373: Repair of rupture of bladder,M37,M37: Other repair of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M375,3,M375,M375: Repair of fistula of bladder NEC,M37,M37: Other repair of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.3,Live
M378,19,M378,M378: Other specified other repair of bladder,M37,M37: Other repair of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M379,3,M379,M379: Unspecified other repair of bladder,M37,M37: Other repair of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M381,15,M381,M381: Perineal urethrostomy and drainage of bladder,M38,M38: Open drainage of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M382,2883,M382,M382: Cystostomy and insertion of suprapubic tube into bladder,M38,M38: Open drainage of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M383,28,M383,M383: Cystostomy NEC,M38,M38: Open drainage of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.3,Live
M388,138,M388,M388: Other specified open drainage of bladder,M38,M38: Open drainage of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
L853,1,L853,L853: Ligation of recurrent varicose vein of leg,L85,L85: Ligation of varicose vein of leg,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
T926,2,T926,T926: Excision of lymphoedematous tissue NEC,T92,T92: Other operations on lymphatic tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
L859,3,L859,L859: Unspecified ligation of varicose vein of leg,L85,L85: Ligation of varicose vein of leg,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L861,39,L861,L861: Injection of sclerosing substance into varicose vein of leg NEC,L86,L86: Injection into varicose vein of leg,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L862,378,L862,L862: Ultrasound guided foam sclerotherapy for varicose vein of leg,L86,L86: Injection into varicose vein of leg,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
Q188,215,Q188,Q188: Other specified diagnostic endoscopic examination of uterus,Q18,Q18: Diagnostic endoscopic examination of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q189,222,Q189,Q189: Unspecified diagnostic endoscopic examination of uterus,Q18,Q18: Diagnostic endoscopic examination of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q201,2,Q201,Q201: Freeing of adhesions of uterus,Q20,Q20: Other operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q202,337,Q202,Q202: Biopsy of lesion of uterus NEC,Q20,Q20: Other operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q203,7,Q203,Q203: Manual manipulation of uterus,Q20,Q20: Other operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q207,1,Q207,Q207: Destruction of lesion of uterus NEC,Q20,Q20: Other operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.9,Live
Q208,17,Q208,Q208: Other specified other operations on uterus,Q20,Q20: Other operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q221,485,Q221,Q221: Bilateral salpingoophorectomy,Q22,Q22: Bilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q222,9,Q222,Q222: Bilateral salpingectomy NEC,Q22,Q22: Bilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q223,14,Q223,Q223: Bilateral oophorectomy NEC,Q22,Q22: Bilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q229,1,Q229,Q229: Unspecified bilateral excision of adnexa of uterus,Q22,Q22: Bilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q231,176,Q231,Q231: Unilateral salpingoophorectomy NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q232,10,Q232,Q232: Salpingoophorectomy of remaining solitary fallopian tube and ovary,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q233,26,Q233,Q233: Unilateral salpingectomy NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q234,5,Q234,Q234: Salpingectomy of remaining solitary fallopian tube NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q235,40,Q235,Q235: Unilateral oophorectomy NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q236,2,Q236,Q236: Oophorectomy of remaining solitary ovary NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q238,2,Q238,Q238: Other specified unilateral excision of adnexa of uterus,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q239,1,Q239,Q239: Unspecified unilateral excision of adnexa of uterus,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q241,5,Q241,Q241: Salpingoophorectomy NEC,Q24,Q24: Other excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q243,1,Q243,Q243: Oophorectomy NEC,Q24,Q24: Other excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q248,1,Q248,Q248: Other specified other excision of adnexa of uterus,Q24,Q24: Other excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q251,3,Q251,Q251: Excision of lesion of fallopian tube,Q25,Q25: Partial excision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q258,1,Q258,Q258: Other specified partial excision of fallopian tube,Q25,Q25: Partial excision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q259,6,Q259,Q259: Unspecified partial excision of fallopian tube,Q25,Q25: Partial excision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q304,1,Q304,Q304: Salpingostomy,Q30,Q30: Other repair of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q312,1,Q312,Q312: Drainage of fallopian tube,Q31,Q31: Incision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q321,1,Q321,Q321: Excision of fimbria,Q32,Q32: Operations on fimbria,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q328,1,Q328,Q328: Other specified operations on fimbria,Q32,Q32: Operations on fimbria,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q342,4,Q342,Q342: Open biopsy of fallopian tube,Q34,Q34: Other open operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q348,1,Q348,Q348: Other specified other open operations on fallopian tube,Q34,Q34: Other open operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q473,76,Q473,Q473: Open biopsy of lesion of ovary,Q47,Q47: Other open operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q474,127,Q474,Q474: Open drainage of cyst of ovary,Q47,Q47: Other open operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q478,3,Q478,Q478: Other specified other open operations on ovary,Q47,Q47: Other open operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q491,15,Q491,Q491: Endoscopic extirpation of lesion of ovary NEC,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q493,134,Q493,Q493: Endoscopic drainage of cyst of ovary,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q498,8,Q498,Q498: Other specified therapeutic endoscopic operations on ovary,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q499,2,Q499,Q499: Unspecified therapeutic endoscopic operations on ovary,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q501,150,Q501,Q501: Diagnostic endoscopic examination of ovary and biopsy of lesion of ovary,Q50,Q50: Diagnostic endoscopic examination of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q508,3,Q508,Q508: Other specified diagnostic endoscopic examination of ovary,Q50,Q50: Diagnostic endoscopic examination of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q509,4,Q509,Q509: Unspecified diagnostic endoscopic examination of ovary,Q50,Q50: Diagnostic endoscopic examination of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q511,17,Q511,Q511: Transvaginal ultrasound guided aspiration of ovarian cyst,Q51,Q51: Other operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.4,Live
Q518,92,Q518,Q518: Other specified other operations on ovary,Q51,Q51: Other operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.4,Live
Q521,1,Q521,Q521: Excision of lesion of broad ligament of uterus,Q52,Q52: Operations on broad ligament of uterus,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q545,2,Q545,Q545: Sacrohysteropexy,Q54,Q54: Operations on other ligament of uterus,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.6,Live
R101,1,R101,R101: Drainage of amniotic cavity,R10,R10: Other operations on amniotic cavity,R01-R13,R01-R13: Fetus and gravid uterus,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R111,1,R111,R111: Percutaneous removal of fetal tracheal plug,R11,R11: Other therapeutic percutaneous operations on fetus,R01-R13,R01-R13: Fetus and gravid uterus,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.9,Live
R121,9,R121,R121: Cerclage of cervix of gravid uterus,R12,R12: Operations on gravid uterus,R01-R13,R01-R13: Fetus and gravid uterus,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R122,5,R122,R122: Removal of cerclage from cervix of gravid uterus,R12,R12: Operations on gravid uterus,R01-R13,R01-R13: Fetus and gravid uterus,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R124,4,R124,R124: External cephalic version,R12,R12: Operations on gravid uterus,R01-R13,R01-R13: Fetus and gravid uterus,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R141,3,R141,R141: Forewater rupture of amniotic membrane,R14,R14: Surgical induction of labour,R14-R27,R14-R27: Induction and delivery,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R151,4,R151,R151: Medical induction of labour,R15,R15: Other induction of labour,R14-R27,R14-R27: Induction and delivery,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R171,1,R171,R171: Elective upper uterine segment caesarean delivery,R17,R17: Elective caesarean delivery,R14-R27,R14-R27: Induction and delivery,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R371,1,R371,R371: Biophysical profile,R37,R37: Non-routine obstetric scan for fetal observations,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R372,20,R372,R372: Detailed structural scan,R37,R37: Non-routine obstetric scan for fetal observations,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R373,3,R373,R373: Fetal biometry,R37,R37: Non-routine obstetric scan for fetal observations,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R375,1,R375,R375: Fetal ascites scan,R37,R37: Non-routine obstetric scan for fetal observations,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R379,2,R379,R379: Unspecified non-routine obstetric scan for fetal observations,R37,R37: Non-routine obstetric scan for fetal observations,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R388,1,R388,R388: Other specified other non-routine obstetric scan,R38,R38: Other non-routine obstetric scan,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R421,1,R421,R421: Doppler ultrasound scan of umbilical artery,R42,R42: Obstetric Doppler ultrasound,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R424,1,R424,R424: Doppler ultrasound scan of ductus venosus,R42,R42: Obstetric Doppler ultrasound,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.9,Live
R438,1,R438,R438: Other specified ultrasound monitoring,R43,R43: Ultrasound monitoring,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
S012,3,S012,S012: Facelift NEC,S01,S01: Plastic excision of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S014,31,S014,S014: Browlift NEC,S01,S01: Plastic excision of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S172,7,S172,S172: Distant myocutaneous subcutaneous pedicle flap NEC,S17,S17: Distant flap of skin and muscle,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S173,6,S173,S173: Distant myocutaneous flap to head or neck NEC,S17,S17: Distant flap of skin and muscle,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S174,3,S174,S174: Distant myocutaneous free flap to head or neck,S17,S17: Distant flap of skin and muscle,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.9,Live
S175,2,S175,S175: Distant myocutaneous free flap NEC,S17,S17: Distant flap of skin and muscle,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.9,Live
S181,4,S181,S181: Distant fasciocutaneous subcutaneous pedicle flap to head or neck,S18,S18: Distant flap of skin and fascia,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
