First_Procedure_Code,frail_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
O181,21,O181,O181: Primary hybrid prosthetic replacement of knee joint using cement,O18,O18: Hybrid prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
O183,2,O183,O183: Revision of hybrid prosthetic replacement of knee joint using cement,O18,O18: Hybrid prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
O192,1,O192,O192: Endoscopic excision of infrapatellar fat pad,O19,O19: Other therapeutic endoscopic operations on other joint structure,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
O203,1,O203,O203: Endovascular placement of one stent graft NEC,O20,O20: Endovascular placement of stent graft,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.5,Live
P064,3,P064,P064: Implantation of radioactive substance into vulva,P06,P06: Extirpation of lesion of vulva,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.2,Live
P068,1,P068,P068: Other specified extirpation of lesion of vulva,P06,P06: Extirpation of lesion of vulva,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.2,Live
P078,2,P078,P078: Other specified repair of vulva,P07,P07: Repair of vulva,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.2,Live
P091,35,P091,P091: Biopsy of lesion of vulva,P09,P09: Other operations on vulva,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.2,Live
L746,26,L746,L746: Creation of graft fistula for dialysis,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
A078,3,A078,A078: Other specified other open operations on tissue of brain,A07,A07: Other open operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A081,2,A081,A081: Biopsy of lesion of tissue of frontal lobe of brain NEC,A08,A08: Other biopsy of lesion of tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A085,1,A085,A085: Biopsy of lesion of tissue of cerebellum NEC,A08,A08: Other biopsy of lesion of tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A091,8,A091,A091: Implantation of brain neurostimulator,A09,A09: Neurostimulation of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A092,67,A092,A092: Maintenance of brain neurostimulator,A09,A09: Neurostimulation of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A094,3,A094,A094: Operation on brain neurostimulator NEC,A09,A09: Neurostimulation of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.3,Live
A095,1,A095,A095: Insertion of neurostimulator electrodes into the brain,A09,A09: Neurostimulation of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.3,Live
A098,8,A098,A098: Other specified neurostimulation of brain,A09,A09: Neurostimulation of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A099,1,A099,A099: Unspecified neurostimulation of brain,A09,A09: Neurostimulation of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A102,2,A102,A102: Aspiration of abscess of tissue of brain,A10,A10: Other operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A103,8,A103,A103: Aspiration of haematoma of tissue of brain,A10,A10: Other operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A107,2,A107,A107: Stereotactic radiosurgery on tissue of brain,A10,A10: Other operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.3,Live
A108,1,A108,A108: Other specified other operations on tissue of brain,A10,A10: Other operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.2,Live
A111,1,A111,A111: Placement of depth electrodes for electroencephalography,A11,A11: Operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.5,Live
A112,3,A112,A112: Placement of surface electrodes for electroencephalography,A11,A11: Operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.5,Live
A113,477,A113,A113: Monitoring of pressure in tissue of brain,A11,A11: Operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.5,Live
A118,1,A118,A118: Other specified operations on tissue of brain,A11,A11: Operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.5,Live
A124,20,A124,A124: Creation of ventriculoperitoneal shunt,A12,A12: Creation of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A128,1,A128,A128: Other specified creation of connection from ventricle of brain,A12,A12: Creation of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A528,818,A528,A528: Other specified therapeutic epidural injection,A52,A52: Therapeutic epidural injection,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A529,79,A529,A529: Unspecified therapeutic epidural injection,A52,A52: Therapeutic epidural injection,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A534,1,A534,A534: Creation of lumboperitoneal shunt,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A535,20,A535,A535: Drainage of cerebrospinal fluid NEC,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A538,3,A538,A538: Other specified drainage of spinal canal,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A539,1,A539,A539: Unspecified drainage of spinal canal,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A542,35,A542,A542: Injection of therapeutic substance into cerebrospinal fluid,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A543,39,A543,A543: Implantation of intrathecal drug delivery device adjacent to spinal cord,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A544,12,A544,A544: Attention to intrathecal drug delivery device adjacent to spinal cord,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A545,1,A545,A545: Removal of intrathecal drug delivery device adjacent to spinal cord,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A548,18,A548,A548: Other specified therapeutic spinal puncture,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A549,11,A549,A549: Unspecified therapeutic spinal puncture,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A551,14,A551,A551: Radiculography,A55,A55: Diagnostic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A552,35,A552,A552: Spinal myelography NEC,A55,A55: Diagnostic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A553,20,A553,A553: Spinal manometry,A55,A55: Diagnostic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A558,24,A558,A558: Other specified diagnostic spinal puncture,A55,A55: Diagnostic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A559,7688,A559,A559: Unspecified diagnostic spinal puncture,A55,A55: Diagnostic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A573,1,A573,A573: Radiofrequency controlled thermal destruction of spinal nerve root,A57,A57: Operations on spinal nerve root,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A574,4,A574,A574: Injection of destructive substance into spinal nerve root,A57,A57: Operations on spinal nerve root,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A575,5,A575,A575: Destruction of spinal nerve root NEC,A57,A57: Operations on spinal nerve root,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A577,850,A577,A577: Injection of therapeutic substance around spinal nerve root,A57,A57: Operations on spinal nerve root,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.4,Live
A578,14,A578,A578: Other specified operations on spinal nerve root,A57,A57: Operations on spinal nerve root,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A599,6,A599,A599: Unspecified excision of peripheral nerve,A59,A59: Excision of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A604,4,A604,A604: Radiofrequency controlled thermal destruction of peripheral nerve,A60,A60: Destruction of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A605,8,A605,A605: Injection of destructive substance into peripheral nerve,A60,A60: Destruction of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
C012,1,C012,C012: Enucleation of eye,C01,C01: Excision of eye,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C013,4,C013,C013: Evisceration of eye,C01,C01: Excision of eye,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C044,1,C044,C044: Removal of prosthetic replacement for eyeball,C04,C04: Attention to prosthesis of eye,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C051,1,C051,C051: Reconstruction of cavity of orbit,C05,C05: Plastic repair of orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C463,1,C463,C463: Penetrating graft to cornea,C46,C46: Plastic operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C466,2,C466,C466: Amniotic membrane graft to cornea,C46,C46: Plastic operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.3,Live
C471,3,C471,C471: Suture of cornea,C47,C47: Closure of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C473,1,C473,C473: Removal of suture from cornea,C47,C47: Closure of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C474,3,C474,C474: Gluing of cornea,C47,C47: Closure of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.3,Live
C511,1,C511,C511: Biopsy of lesion of cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C515,3,C515,C515: Placement of therapeutic contact lens on to cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.3,Live
C518,4,C518,C518: Other specified other operations on cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
D064,4,D064,D064: Graft of skin to external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.8,Live
D065,1,D065,D065: Flap of skin to external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.8,Live
D068,259,D068,D068: Other specified other operations on external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D071,32,D071,D071: Irrigation of external auditory canal for removal of wax,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D072,269,D072,D072: Removal of wax from external auditory canal NEC,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D073,49,D073,D073: Removal of foreign body from external auditory canal,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D078,98,D078,D078: Other specified clearance of external auditory canal,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D079,11,D079,D079: Unspecified clearance of external auditory canal,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D083,4,D083,D083: Drainage of external auditory canal,D08,D08: Other operations on external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D085,6,D085,D085: Irrigation of external auditory canal NEC,D08,D08: Other operations on external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D088,18,D088,D088: Other specified other operations on external auditory canal,D08,D08: Other operations on external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D128,2,D128,D128: Other specified other operations on mastoid,D12,D12: Other operations on mastoid,D10-D20,D10-D20: Mastoid and middle ear,D,D: Ear,4.2,Live
D138,1,D138,D138: Other specified attachment of bone anchored hearing prosthesis,D13,D13: Attachment of bone anchored hearing prosthesis,D10-D20,D10-D20: Mastoid and middle ear,D,D: Ear,4.3,Live
D142,1,D142,D142: Tympanoplasty NEC,D14,D14: Repair of eardrum,D10-D20,D10-D20: Mastoid and middle ear,D,D: Ear,4.2,Live
E313,1,E313,E313: Division of stenosis of larynx and insertion of prosthesis into larynx,E31,E31: Reconstruction of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E314,2,E314,E314: Implantation of artificial voice box into larynx,E31,E31: Reconstruction of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E315,33,E315,E315: Attention to artificial voice box in larynx,E31,E31: Reconstruction of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E333,1,E333,E333: Operations on cartilage of larynx NEC,E33,E33: Other open operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E334,1,E334,E334: Open biopsy of lesion of larynx,E33,E33: Other open operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E335,1,E335,E335: Vocal cord medialisation using implant,E33,E33: Other open operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.3,Live
E341,1,E341,E341: Microtherapeutic endoscopic extirpation of lesion of larynx using laser,E34,E34: Microtherapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E348,1,E348,E348: Other specified microtherapeutic endoscopic operations on larynx,E34,E34: Microtherapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E352,1,E352,E352: Endoscopic resection of lesion of larynx,E35,E35: Other therapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E354,1,E354,E354: Endoscopic removal of prosthesis from larynx,E35,E35: Other therapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E355,15,E355,E355: Endoscopic removal of foreign body from larynx,E35,E35: Other therapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E357,1,E357,E357: Endoscopic vocal cord medialisation,E35,E35: Other therapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.3,Live
E358,5,E358,E358: Other specified other therapeutic endoscopic operations on larynx,E35,E35: Other therapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E361,16,E361,E361: Diagnostic endoscopic examination of larynx and biopsy of lesion of larynx,E36,E36: Diagnostic endoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E368,90,E368,E368: Other specified diagnostic endoscopic examination of larynx,E36,E36: Diagnostic endoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E369,613,E369,E369: Unspecified diagnostic endoscopic examination of larynx,E36,E36: Diagnostic endoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E371,2,E371,E371: Diagnostic microendoscopic examination of larynx and biopsy of lesion of larynx,E37,E37: Diagnostic microendoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.6,Live
