First_Procedure_Code,falls_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
L635,1,L635,L635: Percutaneous transluminal insertion of stent into femoral artery,L63,L63: Transluminal operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.3,Live
L665,1,L665,L665: Percutaneous transluminal balloon angioplasty of artery,L66,L66: Other therapeutic transluminal operations on artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.3,Live
L667,1,L667,L667: Percutaneous transluminal placement of peripheral stent in artery,L66,L66: Other therapeutic transluminal operations on artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.3,Live
L911,2,L911,L911: Open insertion of central venous catheter,L91,L91: Other vein related operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L912,74,L912,L912: Insertion of central venous catheter NEC,L91,L91: Other vein related operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L913,2,L913,L913: Attention to central venous catheter NEC,L91,L91: Other vein related operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L914,8,L914,L914: Removal of central venous catheter,L91,L91: Other vein related operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L915,12,L915,L915: Insertion of tunnelled venous catheter,L91,L91: Other vein related operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L916,19,L916,L916: Cannulation of vein NEC,L91,L91: Other vein related operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L918,1,L918,L918: Other specified other vein related operations,L91,L91: Other vein related operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
X404,24,X404,X404: Haemofiltration,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
L941,1,L941,L941: Percutaneous transluminal embolisation of vein,L94,L94: Therapeutic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L942,26,L942,L942: Percutaneous transluminal cannulation of vein,L94,L94: Therapeutic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L943,1,L943,L943: Percutaneous transluminal insertion of subcutaneous port,L94,L94: Therapeutic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
T056,1,T056,T056: Percutaneous biopsy of lesion of chest wall,T05,T05: Other operations on chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.10,Live
T088,1,T088,T088: Other specified open drainage of pleural cavity,T08,T08: Open drainage of pleural cavity,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T364,3,T364,T364: Biopsy of lesion of omentum,T36,T36: Operations on omentum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T374,1,T374,T374: Repair of mesentery of small intestine,T37,T37: Operations on mesentery of small intestine,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T411,1,T411,T411: Open biopsy of lesion of peritoneum NEC,T41,T41: Other open operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T413,4,T413,T413: Freeing of adhesions of peritoneum NEC,T41,T41: Other open operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T415,1,T415,T415: Freeing of extensive adhesions of peritoneum,T41,T41: Other open operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.3,Live
T743,1,T743,T743: Exploration of tendon NEC,T74,T74: Other operations on tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
U113,4,U113,U113: Vascular ultrasound NEC,U11,U11: Diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U114,89,U114,U114: Computed tomography scan of cerebral vessels,U11,U11: Diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U117,17,U117,U117: Magnetic resonance angiography,U11,U11: Diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U118,3,U118,U118: Other specified diagnostic imaging of vascular system,U11,U11: Diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U121,3,U121,U121: Voiding cystourethrogram,U12,U12: Diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U123,1,U123,U123: Ultrasound of kidneys,U12,U12: Diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U124,1,U124,U124: Ultrasound of bladder,U12,U12: Diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U128,2,U128,U128: Other specified diagnostic imaging of genitourinary system,U12,U12: Diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U131,9,U131,U131: Bone densitometry,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U132,28,U132,U132: Ultrasound of bone,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U133,1484,U133,U133: Magnetic resonance imaging of bone,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U134,21,U134,U134: Plain x-ray of joint,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U135,18,U135,U135: Plain x-ray of bone,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U136,13723,U136,U136: Computed tomography of bone,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U138,6,U138,U138: Other specified diagnostic imaging of musculoskeletal system,U13,U13: Diagnostic imaging of musculoskeletal system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
L947,1,L947,L947: Percutaneous transluminal balloon angioplasty of vein NEC,L94,L94: Therapeutic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L948,2,L948,L948: Other specified therapeutic transluminal operations on vein,L94,L94: Therapeutic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L951,10,L951,L951: Venography,L95,L95: Diagnostic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L952,6,L952,L952: Monitoring of venous pressure NEC,L95,L95: Diagnostic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
M764,7,M764,M764: Endoscopic dilation of urethra,M76,M76: Therapeutic endoscopic operations on urethra,M72-M86,M72-M86: Urethra and other parts of urinary tract,M,M: Urinary,4.2,Live
M792,5,M792,M792: Dilation of urethra NEC,M79,M79: Other operations on urethra,M72-M86,M72-M86: Urethra and other parts of urinary tract,M,M: Urinary,4.2,Live
M797,1,M797,M797: Urethrography descending NEC,M79,M79: Other operations on urethra,M72-M86,M72-M86: Urethra and other parts of urinary tract,M,M: Urinary,4.3,Live
M814,2,M814,M814: Dilation of meatus of urethra,M81,M81: Operations on urethral orifice,M72-M86,M72-M86: Urethra and other parts of urinary tract,M,M: Urinary,4.2,Live
O019,3,O019,O019: Unspecified transluminal coil embolisation of aneurysm of artery,O01,O01: Transluminal coil embolisation of aneurysm of artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.3,Live
O033,1,O033,O033: Percutaneous transluminal stent assisted coil embolisation of single aneurysm of artery,O03,O03: Transluminal stent assisted coil embolisation of aneurysm of artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.3,Live
O051,5,O051,O051: Percutaneous transluminal arterial and venous embolisation of dural arteriovenous fistula,O05,O05: Operations on dural arteriovenous fistula,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
O061,69,O061,O061: Primary hybrid prosthetic replacement of shoulder joint using cemented humeral component,O06,O06: Hybrid prosthetic replacement of shoulder joint using cemented humeral component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
O261,137,O261,O261: Primary prosthetic replacement of head of radius NEC,O26,O26: Other prosthetic replacement of head of radius,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.5,Live
O269,1,O269,O269: Unspecified other prosthetic replacement of head of radius,O26,O26: Other prosthetic replacement of head of radius,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.5,Live
O271,5,O271,O271: Extra-articular ligament reconstruction for stabilisation of joint,O27,O27: Other stabilising operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
O311,1,O311,O311: Wrist NEC,O31,O31: Other arm region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.7,Live
P091,5,P091,P091: Biopsy of lesion of vulva,P09,P09: Other operations on vulva,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.2,Live
P094,1,P094,P094: Biopsy of lesion of labia,P09,P09: Other operations on vulva,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.8,Live
Q122,1,Q122,Q122: Replacement of intrauterine contraceptive device,Q12,Q12: Intrauterine contraceptive device,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
S062,7,S062,S062: Marsupialisation of lesion of skin NEC,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S064,1,S064,S064: Shave excision of lesion of skin NEC,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S065,22,S065,S065: Excision of lesion of skin of head or neck NEC,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S066,1,S066,S066: Re-excision of skin margins of head or neck,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.6,Live
S067,1,S067,S067: Re-excision of skin margins NEC,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.6,Live
U141,7,U141,U141: Nuclear bone scan of whole body,U14,U14: Nuclear bone scan,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U144,1,U144,U144: Nuclear bone scan - two phase,U14,U14: Nuclear bone scan,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U151,1,U151,U151: Lung perfusion scanning NEC,U15,U15: Diagnostic imaging of respiratory system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U295,1,U295,U295: Adrenal suppression test,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U297,51,U297,U297: Short synacthen test,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.5,Live
U298,6,U298,U298: Other specified diagnostic endocrinology,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U311,3,U311,U311: Distant pacemaker test,U31,U31: Pacemaker testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U318,3,U318,U318: Other specified pacemaker testing,U31,U31: Pacemaker testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U319,10,U319,U319: Unspecified pacemaker testing,U31,U31: Pacemaker testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
V221,3,V221,V221: Primary anterior decompression of cervical spinal cord and fusion of joint of cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V225,1,V225,V225: Primary decompression of posterior fossa and upper cervical spinal cord and instrumentation,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V376,1,V376,V376: Posterior fusion of atlantoaxial joint using pedicle screw,V37,V37: Primary fusion of joint of cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.5,Live
V381,13,V381,V381: Primary fusion of joint of thoracic spine,V38,V38: Primary fusion of other joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V383,8,V383,V383: Primary posterior fusion of joint of lumbar spine NEC,V38,V38: Primary fusion of other joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V385,1,V385,V385: Primary posterior interbody fusion of joint of lumbar spine,V38,V38: Primary fusion of other joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V394,1,V394,V394: Revisional posterior fusion of joint of lumbar spine NEC,V39,V39: Revisional fusion of joint of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V401,4,V401,V401: Non-rigid stabilisation of spine,V40,V40: Stabilisation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V402,5,V402,V402: Posterior instrumented fusion of cervical spine NEC,V40,V40: Stabilisation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.6,Live
V403,208,V403,V403: Posterior instrumented fusion of thoracic spine NEC,V40,V40: Stabilisation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.6,Live
V404,74,V404,V404: Posterior instrumented fusion of lumbar spine NEC,V40,V40: Stabilisation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.6,Live
V408,10,V408,V408: Other specified stabilisation of spine,V40,V40: Stabilisation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V409,1,V409,V409: Unspecified stabilisation of spine,V40,V40: Stabilisation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V411,1,V411,V411: Posterior attachment of correctional instrument to spine,V41,V41: Instrumental correction of deformity of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
S068,1,S068,S068: Other specified other excision of lesion of skin,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S069,20,S069,S069: Unspecified other excision of lesion of skin,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S081,1,S081,S081: Curettage and cauterisation of lesion of skin of head or neck,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S083,1,S083,S083: Curettage of lesion of skin of head or neck NEC,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
