First_Procedure_Code,emergency_elderly_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
G188,8,G188,G188: Other specified other therapeutic endoscopic operations on oesophagus using rigid oesophagoscope,G18,G18: Other therapeutic endoscopic operations on oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G189,3,G189,G189: Unspecified other therapeutic endoscopic operations on oesophagus using rigid oesophagoscope,G18,G18: Other therapeutic endoscopic operations on oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G191,16,G191,G191: Diagnostic endoscopic examination of oesophagus and biopsy of lesion of oesophagus using rigid oesophagoscope,G19,G19: Diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G198,1,G198,G198: Other specified diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,G19,G19: Diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G199,44,G199,G199: Unspecified diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,G19,G19: Diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G201,35,G201,G201: Fibreoptic endoscopic coagulation of bleeding lesion of oesophagus NEC,G20,G20: Therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.8,Live
G202,13,G202,G202: Fibreoptic endoscopic coagulation of bleeding lesion of oesophagus using haemostatic spray,G20,G20: Therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.10,Live
G211,3,G211,G211: Intubation of oesophagus for pH manometry,G21,G21: Other operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
C861,11,C861,C861: Biopsy of lesion of eye NEC,C86,C86: Other operations on eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.2,Live
C862,251,C862,C862: Repair of globe,C86,C86: Other operations on eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.2,Live
C863,14,C863,C863: Suture of eye NEC,C86,C86: Other operations on eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.2,Live
C864,16,C864,C864: Removal of foreign body from eye NEC,C86,C86: Other operations on eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.2,Live
C865,20,C865,C865: Fluorescein angiography of eye,C86,C86: Other operations on eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.2,Live
C866,25,C866,C866: Examination of eye under anaesthetic,C86,C86: Other operations on eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.2,Live
C867,29,C867,C867: Injection of therapeutic substance around the eye,C86,C86: Other operations on eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C868,11,C868,C868: Other specified other operations on eye,C86,C86: Other operations on eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.2,Live
C871,4,C871,C871: Digital imaging of retina,C87,C87: Evaluation of retina,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C873,44,C873,C873: Tomography evaluation of retina,C87,C87: Evaluation of retina,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C874,1,C874,C874: Ultrasonic evaluation of retina,C87,C87: Evaluation of retina,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C875,12,C875,C875: Scanning laser ophthalmoscopy evaluation of retina,C87,C87: Evaluation of retina,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C878,2,C878,C878: Other specified evaluation of retina,C87,C87: Evaluation of retina,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C882,2,C882,C882: Photodynamic therapy to subretinal lesion,C88,C88: Destruction of subretinal lesion,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C891,11,C891,C891: Insertion of sustained release device into posterior segment of eye,C89,C89: Operations on posterior segment of eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C892,2,C892,C892: Injection of steroid into posterior segment of eye,C89,C89: Operations on posterior segment of eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C893,21,C893,C893: Injection of therapeutic substance into posterior segment of eye NEC,C89,C89: Operations on posterior segment of eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C898,2,C898,C898: Other specified operations on posterior segment of eye,C89,C89: Operations on posterior segment of eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
D268,7,D268,D268: Other specified operations on vestibular apparatus,D26,D26: Operations on vestibular apparatus,D22-D28,D22-D28: Inner ear and eustachian canal,D,D: Ear,4.2,Live
D281,63,D281,D281: Biopsy of lesion of ear NEC,D28,D28: Other operations on ear,D22-D28,D22-D28: Inner ear and eustachian canal,D,D: Ear,4.2,Live
D282,23,D282,D282: Examination of ear under anaesthetic,D28,D28: Other operations on ear,D22-D28,D22-D28: Inner ear and eustachian canal,D,D: Ear,4.2,Live
D288,58,D288,D288: Other specified other operations on ear,D28,D28: Other operations on ear,D22-D28,D22-D28: Inner ear and eustachian canal,D,D: Ear,4.2,Live
E011,3,E011,E011: Total excision of nose,E01,E01: Excision of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E021,1,E021,E021: Total reconstruction of nose,E02,E02: Plastic operations on nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E022,6,E022,E022: Reconstruction of nose NEC,E02,E02: Plastic operations on nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E023,1,E023,E023: Septorhinoplasty using implant,E02,E02: Plastic operations on nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
C469,1,C469,C469: Unspecified plastic operations on cornea,C46,C46: Plastic operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C471,204,C471,C471: Suture of cornea,C47,C47: Closure of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C472,9,C472,C472: Adjustment to suture of cornea,C47,C47: Closure of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C473,25,C473,C473: Removal of suture from cornea,C47,C47: Closure of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C474,288,C474,C474: Gluing of cornea,C47,C47: Closure of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.3,Live
C478,11,C478,C478: Other specified closure of cornea,C47,C47: Closure of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C479,2,C479,C479: Unspecified closure of cornea,C47,C47: Closure of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C481,3,C481,C481: Surgical removal of foreign body from cornea,C48,C48: Removal of foreign body from cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C488,3,C488,C488: Other specified removal of foreign body from cornea,C48,C48: Removal of foreign body from cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C489,2,C489,C489: Unspecified removal of foreign body from cornea,C48,C48: Removal of foreign body from cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C499,2,C499,C499: Unspecified incision of cornea,C49,C49: Incision of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C511,143,C511,C511: Biopsy of lesion of cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C512,5,C512,C512: Chelation of cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C513,2,C513,C513: Exploration of cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C515,50,C515,C515: Placement of therapeutic contact lens on to cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.3,Live
C518,220,C518,C518: Other specified other operations on cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C532,1,C532,C532: Excision of lesion of sclera NEC,C53,C53: Extirpation of lesion of sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C533,1,C533,C533: Cauterisation of lesion of sclera,C53,C53: Extirpation of lesion of sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
D064,5,D064,D064: Graft of skin to external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.8,Live
D065,1,D065,D065: Flap of skin to external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.8,Live
D068,367,D068,D068: Other specified other operations on external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D069,1,D069,D069: Unspecified other operations on external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D071,111,D071,D071: Irrigation of external auditory canal for removal of wax,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D072,941,D072,D072: Removal of wax from external auditory canal NEC,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D073,818,D073,D073: Removal of foreign body from external auditory canal,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D078,1362,D078,D078: Other specified clearance of external auditory canal,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D079,90,D079,D079: Unspecified clearance of external auditory canal,D07,D07: Clearance of external auditory canal,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
B181,4,B181,B181: Trans-sternal thymectomy,B18,B18: Excision of thymus gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B188,2,B188,B188: Other specified excision of thymus gland,B18,B18: Excision of thymus gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B189,3,B189,B189: Unspecified excision of thymus gland,B18,B18: Excision of thymus gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B201,4,B201,B201: Biopsy of lesion of thymus gland,B20,B20: Other operations on thymus gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
C061,37,C061,C061: Biopsy of lesion of orbit,C06,C06: Incision of orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C062,27,C062,C062: Drainage of orbit,C06,C06: Incision of orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C063,17,C063,C063: Decompression of orbit,C06,C06: Incision of orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C064,9,C064,C064: Removal of foreign body from orbit,C06,C06: Incision of orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C065,3,C065,C065: Exploration of orbit,C06,C06: Incision of orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C068,2,C068,C068: Other specified incision of orbit,C06,C06: Incision of orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C082,10,C082,C082: Open reduction of fracture of orbit,C08,C08: Other operations on orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C084,2,C084,C084: Retrobulbar injection into orbit,C08,C08: Other operations on orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C085,7,C085,C085: Internal fixation of fracture of orbit,C08,C08: Other operations on orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.4,Live
C088,11,C088,C088: Other specified other operations on orbit,C08,C08: Other operations on orbit,C01-C08,C01-C08: Orbit,C,C: Eye,4.2,Live
C091,5,C091,C091: Replacement of lateral canthal tendon using tarsal strip,C09,C09: Replacement of canthal tendon,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.3,Live
C092,1,C092,C092: Replacement of lateral canthal tendon using periosteal strip,C09,C09: Replacement of canthal tendon,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.3,Live
C101,21,C101,C101: Excision of lesion of eyebrow,C10,C10: Operations on eyebrow,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C104,1151,C104,C104: Suture of eyebrow,C10,C10: Operations on eyebrow,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C105,6,C105,C105: Incision of lesion of eyebrow,C10,C10: Operations on eyebrow,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C106,9,C106,C106: Biopsy of lesion of eyebrow,C10,C10: Operations on eyebrow,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.6,Live
C108,123,C108,C108: Other specified operations on eyebrow,C10,C10: Operations on eyebrow,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C111,22,C111,C111: Excision of lesion of canthus,C11,C11: Operations on canthus,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C543,1,C543,C543: Buckling of sclera and implant HFQ,C54,C54: Buckling operations for attachment of retina,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C544,3,C544,C544: Buckling of sclera and local or encircling explant HFQ,C54,C54: Buckling operations for attachment of retina,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C545,3,C545,C545: Buckling of sclera NEC,C54,C54: Buckling operations for attachment of retina,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C546,6,C546,C546: Removal of implant or explant from sclera,C54,C54: Buckling operations for attachment of retina,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C551,3,C551,C551: Drainage of lesion of sclera,C55,C55: Incision of sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C553,13,C553,C553: Drainage of subretinal fluid through sclera,C55,C55: Incision of sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C558,1,C558,C558: Other specified incision of sclera,C55,C55: Incision of sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C559,1,C559,C559: Unspecified incision of sclera,C55,C55: Incision of sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C572,56,C572,C572: Repair of sclera,C57,C57: Other operations on sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C573,8,C573,C573: Graft to sclera,C57,C57: Other operations on sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C574,31,C574,C574: Suture of sclera,C57,C57: Other operations on sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C578,2,C578,C578: Other specified other operations on sclera,C57,C57: Other operations on sclera,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C591,2,C591,C591: Iridocyclectomy,C59,C59: Excision of iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C592,25,C592,C592: Surgical iridectomy,C59,C59: Excision of iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C598,2,C598,C598: Other specified excision of iris,C59,C59: Excision of iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C601,32,C601,C601: Trabeculectomy,C60,C60: Filtering operations on iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C603,4,C603,C603: Fixation of iris,C60,C60: Filtering operations on iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C604,4,C604,C604: Iridoplasty NEC,C60,C60: Filtering operations on iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C605,48,C605,C605: Insertion of tube into anterior chamber of eye to assist drainage of aqueous humour,C60,C60: Filtering operations on iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C608,27,C608,C608: Other specified filtering operations on iris,C60,C60: Filtering operations on iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C611,24,C611,C611: Laser trabeculoplasty,C61,C61: Other operations on trabecular meshwork of eye,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C612,2,C612,C612: Trabeculotomy,C61,C61: Other operations on trabecular meshwork of eye,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C614,8,C614,C614: Goniopuncture,C61,C61: Other operations on trabecular meshwork of eye,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C615,2,C615,C615: Viscogonioplasty,C61,C61: Other operations on trabecular meshwork of eye,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.6,Live
C622,23,C622,C622: Surgical iridotomy,C62,C62: Incision of iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C623,396,C623,C623: Laser iridotomy,C62,C62: Incision of iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C624,2,C624,C624: Correction iridodialysis NEC,C62,C62: Incision of iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C628,1,C628,C628: Other specified incision of iris,C62,C62: Incision of iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C629,3,C629,C629: Unspecified incision of iris,C62,C62: Incision of iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C641,13,C641,C641: Excision of prolapsed iris,C64,C64: Other operations on iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C642,1,C642,C642: Excision of lesion of iris,C64,C64: Other operations on iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C645,3,C645,C645: Removal of foreign body from iris,C64,C64: Other operations on iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
C648,40,C648,C648: Other specified other operations on iris,C64,C64: Other operations on iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
D144,2,D144,D144: Combined approach tympanoplasty,D14,D14: Repair of eardrum,D10-D20,D10-D20: Mastoid and middle ear,D,D: Ear,4.3,Live
D151,45,D151,D151: Myringotomy with insertion of ventilation tube through tympanic membrane,D15,D15: Drainage of middle ear,D10-D20,D10-D20: Mastoid and middle ear,D,D: Ear,4.2,Live
D152,817,D152,D152: Suction clearance of middle ear,D15,D15: Drainage of middle ear,D10-D20,D10-D20: Mastoid and middle ear,D,D: Ear,4.2,Live
D153,12,D153,D153: Incision of ear drum NEC,D15,D15: Drainage of middle ear,D10-D20,D10-D20: Mastoid and middle ear,D,D: Ear,4.2,Live
