First_Procedure_Code,amb_chronic_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
L638,1,L638,L638: Other specified transluminal operations on femoral artery,L63,L63: Transluminal operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L639,1,L639,L639: Unspecified transluminal operations on femoral artery,L63,L63: Transluminal operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L661,3,L661,L661: Percutaneous transluminal arterial thrombolysis and reconstruction,L66,L66: Other therapeutic transluminal operations on artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.3,Live
L664,2,L664,L664: Percutaneous transluminal balloon test occlusion of artery,L66,L66: Other therapeutic transluminal operations on artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.3,Live
L665,315,L665,L665: Percutaneous transluminal balloon angioplasty of artery,L66,L66: Other therapeutic transluminal operations on artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.3,Live
L667,17,L667,L667: Percutaneous transluminal placement of peripheral stent in artery,L66,L66: Other therapeutic transluminal operations on artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.3,Live
L923,8,L923,L923: Thrombolysis of access catheter,L92,L92: Unblocking of access catheter,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L928,1,L928,L928: Other specified unblocking of access catheter,L92,L92: Unblocking of access catheter,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L932,2,L932,L932: Incision of vein NEC,L93,L93: Other open operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L933,3,L933,L933: Ligation of vein NEC,L93,L93: Other open operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L934,2,L934,L934: Open cannulation of vein,L93,L93: Other open operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L941,3,L941,L941: Percutaneous transluminal embolisation of vein,L94,L94: Therapeutic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L942,2244,L942,L942: Percutaneous transluminal cannulation of vein,L94,L94: Therapeutic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L943,64,L943,L943: Percutaneous transluminal insertion of subcutaneous port,L94,L94: Therapeutic transluminal operations on vein,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L798,1,L798,L798: Other specified other operations on vena cava,L79,L79: Other operations on vena cava,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L808,1,L808,L808: Other specified operations on individual pulmonary veins,L80,L80: Operations on individual pulmonary veins,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L842,1,L842,L842: Combined operations on primary short saphenous vein,L84,L84: Combined operations on varicose vein of leg,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L861,1,L861,L861: Injection of sclerosing substance into varicose vein of leg NEC,L86,L86: Injection into varicose vein of leg,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L862,5,L862,L862: Ultrasound guided foam sclerotherapy for varicose vein of leg,L86,L86: Injection into varicose vein of leg,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
M138,1,M138,M138: Other specified percutaneous puncture of kidney,M13,M13: Percutaneous puncture of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M151,2,M151,M151: Nephrostomography,M15,M15: Operations on kidney along nephrostomy tube track,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M162,64,M162,M162: Maintenance of drainage tube of kidney,M16,M16: Other operations on kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M165,2,M165,M165: Removal of nephrostomy tube,M16,M16: Other operations on kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.4,Live
M168,1,M168,M168: Other specified other operations on kidney,M16,M16: Other operations on kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M178,1,M178,M178: Other specified interventions associated with transplantation of kidney,M17,M17: Interventions associated with transplantation of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.3,Live
M198,1,M198,M198: Other specified urinary diversion,M19,M19: Urinary diversion,M18-M33,M18-M33: Ureter,M,M: Urinary,4.2,Live
M653,5,M653,M653: Endoscopic resection of prostate NEC,M65,M65: Endoscopic resection of outlet of male bladder,M51-M71,M51-M71: Outlet of bladder and prostate,M,M: Urinary,4.2,Live
M672,1,M672,M672: Endoscopic destruction of lesion of prostate NEC,M67,M67: Other therapeutic endoscopic operations on prostate,M51-M71,M51-M71: Outlet of bladder and prostate,M,M: Urinary,4.2,Live
M702,2,M702,M702: Perineal needle biopsy of prostate,M70,M70: Other operations on outlet of male bladder,M51-M71,M51-M71: Outlet of bladder and prostate,M,M: Urinary,4.2,Live
N012,2,N012,N012: Excision of lesion of scrotum,N01,N01: Extirpation of scrotum,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N018,3,N018,N018: Other specified extirpation of scrotum,N01,N01: Extirpation of scrotum,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N031,1,N031,N031: Biopsy of lesion of scrotum,N03,N03: Other operations on scrotum,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N032,11,N032,N032: Drainage of scrotum,N03,N03: Other operations on scrotum,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N033,5,N033,N033: Suture of scrotum,N03,N03: Other operations on scrotum,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N034,6,N034,N034: Exploration of scrotum,N03,N03: Other operations on scrotum,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N038,2,N038,N038: Other specified other operations on scrotum,N03,N03: Other operations on scrotum,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N063,2,N063,N063: Orchidectomy NEC,N06,N06: Other excision of testis,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N071,4,N071,N071: Excision of lesion of testis,N07,N07: Extirpation of lesion of testis,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N082,4,N082,N082: One stage bilateral orchidopexy NEC,N08,N08: Bilateral placement of testes in scrotum,N01-N13,N01-N13: Scrotum and testis,N,N: Male Genital Organs,4.2,Live
N242,5,N242,N242: Operations on skin of male perineum NEC,N24,N24: Operations on male perineum,N15-N24,N15-N24: Spermatic cord and male perineum,N,N: Male Genital Organs,4.2,Live
N248,2,N248,N248: Other specified operations on male perineum,N24,N24: Operations on male perineum,N15-N24,N15-N24: Spermatic cord and male perineum,N,N: Male Genital Organs,4.2,Live
O131,1,O131,O131: Multiple digits of foot NEC,O13,O13: Other leg region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.4,Live
O261,1,O261,O261: Primary prosthetic replacement of head of radius NEC,O26,O26: Other prosthetic replacement of head of radius,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.5,Live
O271,1,O271,O271: Extra-articular ligament reconstruction for stabilisation of joint,O27,O27: Other stabilising operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
O291,1,O291,O291: Subacromial decompression,O29,O29: Excision of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.5,Live
O311,2,O311,O311: Wrist NEC,O31,O31: Other arm region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.7,Live
P091,6,P091,P091: Biopsy of lesion of vulva,P09,P09: Other operations on vulva,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.2,Live
P092,11,P092,P092: Drainage of lesion of vulva,P09,P09: Other operations on vulva,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.2,Live
P098,1,P098,P098: Other specified other operations on vulva,P09,P09: Other operations on vulva,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.2,Live
P131,1,P131,P131: Drainage of female perineum,P13,P13: Other operations on female perineum,P01-P13,P01-P13: Vulva and female perineum,P,P: Lower Female Genital Tract,4.2,Live
Q074,2,Q074,Q074: Total abdominal hysterectomy NEC,Q07,Q07: Abdominal excision of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q075,1,Q075,Q075: Subtotal abdominal hysterectomy,Q07,Q07: Abdominal excision of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q111,17,Q111,Q111: Vacuum aspiration of products of conception from uterus NEC,Q11,Q11: Other evacuation of contents of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q112,1,Q112,Q112: Dilation of cervix uteri and evacuation of products of conception from uterus NEC,Q11,Q11: Other evacuation of contents of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q113,7,Q113,Q113: Evacuation of products of conception from uterus NEC,Q11,Q11: Other evacuation of contents of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q115,6,Q115,Q115: Vacuum aspiration of products of conception from uterus using rigid cannula,Q11,Q11: Other evacuation of contents of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.3,Live
Q116,1,Q116,Q116: Vacuum aspiration of products of conception from uterus using flexible cannula,Q11,Q11: Other evacuation of contents of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.3,Live
Q119,2,Q119,Q119: Unspecified other evacuation of contents of uterus,Q11,Q11: Other evacuation of contents of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q121,7,Q121,Q121: Introduction of intrauterine contraceptive device,Q12,Q12: Intrauterine contraceptive device,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q122,3,Q122,Q122: Replacement of intrauterine contraceptive device,Q12,Q12: Intrauterine contraceptive device,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q123,2,Q123,Q123: Removal of displaced intrauterine contraceptive device NEC,Q12,Q12: Intrauterine contraceptive device,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q124,8,Q124,Q124: Removal of intrauterine contraceptive device NEC,Q12,Q12: Intrauterine contraceptive device,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q128,1,Q128,Q128: Other specified intrauterine contraceptive device,Q12,Q12: Intrauterine contraceptive device,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q129,1,Q129,Q129: Unspecified intrauterine contraceptive device,Q12,Q12: Intrauterine contraceptive device,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
R249,2,R249,R249: All normal delivery,R24,R24: Normal delivery,R14-R27,R14-R27: Induction and delivery,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
S089,12,S089,S089: Unspecified curettage of lesion of skin,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S101,1,S101,S101: Cauterisation of lesion of skin of head or neck NEC,S10,S10: Other destruction of lesion of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S111,1,S111,S111: Cauterisation of lesion of skin NEC,S11,S11: Other destruction of lesion of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S112,3,S112,S112: Cryotherapy to lesion of skin NEC,S11,S11: Other destruction of lesion of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S129,2,S129,S129: Unspecified phototherapy to skin,S12,S12: Phototherapy to skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S131,20,S131,S131: Punch biopsy of lesion of skin of head or neck,S13,S13: Punch biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S132,177,S132,S132: Punch biopsy of lesion of skin NEC,S13,S13: Punch biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S139,3,S139,S139: Unspecified punch biopsy of skin,S13,S13: Punch biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S142,3,S142,S142: Shave biopsy of lesion of skin NEC,S14,S14: Shave biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S151,9,S151,S151: Biopsy of lesion of skin of head or neck NEC,S15,S15: Other biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S152,69,S152,S152: Biopsy of lesion of skin NEC,S15,S15: Other biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S158,1,S158,S158: Other specified other biopsy of skin,S15,S15: Other biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S159,4,S159,S159: Unspecified other biopsy of skin,S15,S15: Other biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S401,5,S401,S401: Tape closure of skin NEC,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S403,4,S403,S403: Tape closure of skin of head or neck,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S404,8,S404,S404: Tissue adhesive closure of skin of head or neck,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S408,2,S408,S408: Other specified other closure of skin,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S411,102,S411,S411: Primary suture of skin of head or neck NEC,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S414,2,S414,S414: Resuture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S419,4,S419,S419: Unspecified suture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S421,85,S421,S421: Primary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S422,1,S422,S422: Delayed primary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S423,4,S423,S423: Secondary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S424,5,S424,S424: Resuture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S429,5,S429,S429: Unspecified suture of skin of other site,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S431,1,S431,S431: Removal of clip from skin of head or neck,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S432,6,S432,S432: Removal of clip from skin NEC,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S433,11,S433,S433: Removal of suture from skin of head or neck,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S434,23,S434,S434: Removal of suture from skin NEC,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S438,1,S438,S438: Other specified removal of repair material from skin,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S442,9,S442,S442: Removal of metal from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
