First_Procedure_Code,amb_vac_prev_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
G604,21,G604,G604: Attention to jejunostomy tube,G60,G60: Artificial opening into jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.9,Live
G608,1,G608,G608: Other specified artificial opening into jejunum,G60,G60: Artificial opening into jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
G638,1,G638,G638: Other specified other open operations on jejunum,G63,G63: Other open operations on jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
G643,4,G643,G643: Endoscopic insertion of tubal prosthesis into jejunum,G64,G64: Therapeutic endoscopic operations on jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
G672,1,G672,G672: Intubation of jejunum for measurement of intestinal function,G67,G67: Other operations on jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
G674,9,G674,G674: Intubation of jejunum NEC,G67,G67: Other operations on jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
G675,26,G675,G675: Insertion of nasojejunal tube,G67,G67: Other operations on jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.9,Live
G678,8,G678,G678: Other specified other operations on jejunum,G67,G67: Other operations on jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
G691,1,G691,G691: Ileectomy and anastomosis of stomach to ileum,G69,G69: Excision of ileum,G68-G82,G68-G82: Ileum,G,G: Upper Digestive System,4.2,Live
G693,6,G693,G693: Ileectomy and anastomosis of ileum to ileum,G69,G69: Excision of ileum,G68-G82,G68-G82: Ileum,G,G: Upper Digestive System,4.2,Live
G694,2,G694,G694: Ileectomy and anastomosis of ileum to colon,G69,G69: Excision of ileum,G68-G82,G68-G82: Ileum,G,G: Upper Digestive System,4.2,Live
G698,3,G698,G698: Other specified excision of ileum,G69,G69: Excision of ileum,G68-G82,G68-G82: Ileum,G,G: Upper Digestive System,4.2,Live
G699,2,G699,G699: Unspecified excision of ileum,G69,G69: Excision of ileum,G68-G82,G68-G82: Ileum,G,G: Upper Digestive System,4.2,Live
H235,2,H235,H235: Endoscopic submucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.3,Live
H236,4,H236,H236: Endoscopic resection of lesion of lower bowel using fibreoptic sigmoidoscope NEC,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.4,Live
H239,1,H239,H239: Unspecified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H241,6,H241,H241: Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H242,1,H242,H242: Endoscopic coagulation of blood vessel of lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H243,3,H243,H243: Endoscopic insertion of tubal prosthesis into lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H244,1,H244,H244: Endoscopic insertion of expanding metal stent into lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.3,Live
H245,10,H245,H245: Endoscopic decompression of lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.9,Live
H248,5,H248,H248: Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
A365,2,A365,A365: Denervation of trigeminal nerve (v),A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.4,Live
A418,1,A418,A418: Other specified drainage of subdural space,A41,A41: Drainage of subdural space,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A419,1,A419,A419: Unspecified drainage of subdural space,A41,A41: Drainage of subdural space,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A449,2,A449,A449: Unspecified partial extirpation of spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
C623,1,C623,C623: Laser iridotomy,C62,C62: Incision of iris,C52-C65,C52-C65: Sclera and iris,C,C: Eye,4.2,Live
D152,9,D152,D152: Suction clearance of middle ear,D15,D15: Drainage of middle ear,D10-D20,D10-D20: Mastoid and middle ear,D,D: Ear,4.2,Live
E518,5,E518,E518: Other specified diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope,E51,E51: Diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E519,9,E519,E519: Unspecified diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope,E51,E51: Diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E521,14,E521,E521: Irrigation of bronchus NEC,E52,E52: Other operations on bronchus,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E522,14,E522,E522: Aspiration of bronchus NEC,E52,E52: Other operations on bronchus,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E528,3,E528,E528: Other specified other operations on bronchus,E52,E52: Other operations on bronchus,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E541,1,E541,E541: Total pneumonectomy,E54,E54: Excision of lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E543,1,E543,E543: Lobectomy of lung,E54,E54: Excision of lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E551,16,E551,E551: Open decortication of lesion of lung,E55,E55: Open extirpation of lesion of lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E552,4,E552,E552: Open excision of lesion of lung,E55,E55: Open extirpation of lesion of lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E574,1,E574,E574: Incision of lung NEC,E57,E57: Other open operations on lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E578,1,E578,E578: Other specified other open operations on lung,E57,E57: Other open operations on lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E591,51,E591,E591: Needle biopsy of lesion of lung,E59,E59: Other operations on lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E592,10,E592,E592: Aspiration biopsy of lesion of lung,E59,E59: Other operations on lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E593,39,E593,E593: Biopsy of lesion of lung NEC,E59,E59: Other operations on lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E594,12,E594,E594: Drainage of lung,E59,E59: Other operations on lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E598,1,E598,E598: Other specified other operations on lung,E59,E59: Other operations on lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
F347,1,F347,F347: Bilateral coblation tonsillectomy NEC,F34,F34: Excision of tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.3,Live
F362,1,F362,F362: Biopsy of lesion of tonsil,F36,F36: Other operations on tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F363,2,F363,F363: Drainage of abscess of peritonsillar region,F36,F36: Other operations on tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F365,1,F365,F365: Surgical arrest of postoperative bleeding from tonsillar bed,F36,F36: Other operations on tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
E276,1,E276,E276: Examination of pharynx under anaesthetic,E27,E27: Other operations on pharynx,E19-E28,E19-E28: Pharynx,E,E: Respiratory Tract,4.2,Live
E278,7,E278,E278: Other specified other operations on pharynx,E27,E27: Other operations on pharynx,E19-E28,E19-E28: Pharynx,E,E: Respiratory Tract,4.2,Live
E291,1,E291,E291: Total laryngectomy,E29,E29: Excision of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E891,11,E891,E891: Clearance of secretions of respiratory tract NEC,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E892,3,E892,E892: Expectoration of induced sputum from respiratory tract,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E893,104,E893,E893: Nebuliser therapy,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E898,2,E898,E898: Other specified other respiratory support,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E912,1,E912,E912: Continuous pulse oximetry,E91,E91: Oximetry testing,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E913,7,E913,E913: Overnight oximetry,E91,E91: Oximetry testing,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E924,1,E924,E924: Blood gas analysis,E92,E92: Respiratory tests,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E931,1,E931,E931: Measurement of peak expiratory flow rate,E93,E93: Respiratory measurements,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E932,6,E932,E932: Spirometry,E93,E93: Respiratory measurements,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E955,4,E955,E955: Mantoux test,E95,E95: Tuberculosis support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.4,Live
F461,3,F461,F461: Incision of parotid gland,F46,F46: Incision of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F481,7,F481,F481: Biopsy of lesion of salivary gland,F48,F48: Other operations on salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F488,5,F488,F488: Other specified other operations on salivary gland,F48,F48: Other operations on salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F531,1,F531,F531: Open operations on parotid duct NEC,F53,F53: Other open operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F532,1,F532,F532: Open operations on submandibular duct NEC,F53,F53: Other open operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
G343,4,G343,G343: Reconstruction of gastrostomy,G34,G34: Artificial opening into stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G344,1,G344,G344: Closure of gastrostomy,G34,G34: Artificial opening into stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G345,181,G345,G345: Attention to gastrostomy tube,G34,G34: Artificial opening into stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G348,3,G348,G348: Other specified artificial opening into stomach,G34,G34: Artificial opening into stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G351,1,G351,G351: Closure of perforated ulcer of stomach,G35,G35: Operations on ulcer of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G358,1,G358,G358: Other specified operations on ulcer of stomach,G35,G35: Operations on ulcer of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G362,1,G362,G362: Closure of perforation of stomach NEC,G36,G36: Other repair of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
H251,228,H251,H251: Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope,H25,H25: Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H258,1,H258,H258: Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H25,H25: Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H259,222,H259,H259: Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H25,H25: Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H541,1,H541,H541: Anorectal stretch,H54,H54: Dilation of anal sphincter,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H558,1,H558,H558: Other specified other operations on perianal region,H55,H55: Other operations on perianal region,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H561,1,H561,H561: Biopsy of lesion of anus,H56,H56: Other operations on anus,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
J128,1,J128,J128: Other specified other therapeutic percutaneous operations on liver,J12,J12: Other therapeutic percutaneous operations on liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J131,7,J131,J131: Percutaneous transvascular biopsy of lesion of liver,J13,J13: Diagnostic percutaneous operations on liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J132,105,J132,J132: Percutaneous biopsy of lesion of liver NEC,J13,J13: Diagnostic percutaneous operations on liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J138,1,J138,J138: Other specified diagnostic percutaneous operations on liver,J13,J13: Diagnostic percutaneous operations on liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J139,1,J139,J139: Unspecified diagnostic percutaneous operations on liver,J13,J13: Diagnostic percutaneous operations on liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J141,6,J141,J141: Biopsy of liver NEC,J14,J14: Other puncture of liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J142,2,J142,J142: Aspiration of liver NEC,J14,J14: Other puncture of liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J179,1,J179,J179: Unspecified endoscopic ultrasound examination of liver,J17,J17: Endoscopic ultrasound examination of liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.3,Live
J181,1,J181,J181: Total cholecystectomy and excision of surrounding tissue,J18,J18: Excision of gall bladder,J18-J26,J18-J26: Gall bladder,J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J182,1,J182,J182: Total cholecystectomy and exploration of common bile duct,J18,J18: Excision of gall bladder,J18-J26,J18-J26: Gall bladder,J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
