Spell_Primary_Diagnosis,emergency_elderly_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
T12X0,3,T12X0,"T12X0: Fracture of lower limb, level unspecified: closed",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T12X1,2,T12X1,"T12X1: Fracture of lower limb, level unspecified: open",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T130,522,T130,"T130: Superficial injury of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T131,333,T131,"T131: Open wound of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T132,36,T132,"T132: Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T133,1,T133,"T133: Injury of unspecified nerve of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T134,4,T134,"T134: Injury of unspecified blood vessel of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T135,12,T135,"T135: Injury of unspecified muscle and tendon of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T138,23,T138,"T138: Other specified injuries of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T139,102,T139,"T139: Unspecified injury of lower limb, level unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T140,19,T140,T140: Superficial injury of unspecified body region,T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T141,2,T141,T141: Open wound of unspecified body region,T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T1420,4,T1420,T1420: Fracture of unspecified body region: closed,T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T144,1,T144,T144: Injury of nerve(s) of unspecified body region,T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T149,7,T149,"T149: Injury, unspecified",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",T08-T14,"T08-T14: Injuries to unspecified part of trunk, limb or body region",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T150,17,T150,T150: Foreign body in cornea,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T151,6,T151,T151: Foreign body in conjunctival sac,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T158,16,T158,T158: Foreign body in other and multiple parts of external eye,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T159,25,T159,"T159: Foreign body on external eye, part unspecified",T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T16X,930,T16X,T16X: Foreign body in ear,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T170,3,T170,T170: Foreign body in nasal sinus,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T171,17,T171,T171: Foreign body in nostril,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T172,1125,T172,T172: Foreign body in pharynx,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T173,181,T173,T173: Foreign body in larynx,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T174,66,T174,T174: Foreign body in trachea,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T175,196,T175,T175: Foreign body in bronchus,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T178,159,T178,T178: Foreign body in other and multiple parts of respiratory tract,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T179,2246,T179,"T179: Foreign body in respiratory tract, part unspecified",T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T180,86,T180,T180: Foreign body in mouth,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T181,3954,T181,T181: Foreign body in oesophagus,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T182,146,T182,T182: Foreign body in stomach,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T183,133,T183,T183: Foreign body in small intestine,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T184,113,T184,T184: Foreign body in colon,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T185,200,T185,T185: Foreign body in anus and rectum,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T188,43,T188,T188: Foreign body in other and multiple parts of alimentary tract,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T189,411,T189,"T189: Foreign body in alimentary tract, part unspecified",T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T190,58,T190,T190: Foreign body in urethra,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,T15-T19,T15-T19: Effects of foreign body entering through natural orifice,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
