Spell_Primary_Diagnosis,eol_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
S0631,9,S0631,S0631: Focal brain injury: with open intracranial wound,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0640,40,S0640,S0640: Epidural haemorrhage: without open intracranial wound,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S065,71,S065,S065: Traumatic subdural haemorrhage,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0650,2120,S0650,S0650: Traumatic subdural haemorrhage: without open intracranial wound,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0651,32,S0651,S0651: Traumatic subdural haemorrhage: with open intracranial wound,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S066,11,S066,S066: Traumatic subarachnoid haemorrhage,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0660,575,S0660,S0660: Traumatic subarachnoid haemorrhage: without open intracranial wound,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0661,11,S0661,S0661: Traumatic subarachnoid haemorrhage: with open intracranial wound,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0670,2,S0670,S0670: Intracranial injury with prolonged coma: without open intracranial wound,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S068,11,S068,S068: Other intracranial injuries,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0680,311,S0680,S0680: Other intracranial injuries: without open intracranial wound,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0681,9,S0681,S0681: Other intracranial injuries: with open intracranial wound,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S069,1,S069,"S069: Intracranial injury, unspecified",S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0690,23,S0690,"S0690: Intracranial injury, unspecified: without open intracranial wound",S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S0691,1,S0691,"S0691: Intracranial injury, unspecified: with open intracranial wound",S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S350,1,S350,S350: Injury of abdominal aorta,S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S352,1,S352,S352: Injury of coeliac or mesenteric artery,S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S355,2,S355,S355: Injury of iliac blood vessels,S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S358,1,S358,"S358: Injury of other blood vessels at abdomen, lower back and pelvis level",S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",S30-S39,"S30-S39: Injuries to the abdomen, lower back, lumbar spine and pelvis",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K519,17,K519,"K519: Ulcerative colitis, unspecified",K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K520,1,K520,K520: Gastroenteritis and colitis due to radiation,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K521,65,K521,K521: Toxic gastroenteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K523,1,K523,K523: Indeterminate colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K528,13,K528,K528: Other specified noninfective gastroenteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K529,57,K529,"K529: Noninfective gastroenteritis and colitis, unspecified",K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,K50-K52,K50-K52: Noninfective enteritis and colitis,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K550,845,K550,K550: Acute vascular disorders of intestine,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K551,138,K551,K551: Chronic vascular disorders of intestine,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K552,9,K552,K552: Angiodysplasia of colon,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K558,12,K558,K558: Other vascular disorders of intestine,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K559,1093,K559,"K559: Vascular disorder of intestine, unspecified",K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K560,97,K560,K560: Paralytic ileus,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K561,8,K561,K561: Intussusception,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K562,242,K562,K562: Volvulus,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K563,19,K563,K563: Gallstone ileus,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K564,114,K564,K564: Other impaction of intestine,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K565,231,K565,K565: Intestinal adhesions [bands] with obstruction,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K566,1657,K566,K566: Other and unspecified intestinal obstruction,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K567,10,K567,"K567: Ileus, unspecified",K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K570,13,K570,K570: Diverticular disease of small intestine with perforation and abscess,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K571,2,K571,K571: Diverticular disease of small intestine without perforation or abscess,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K572,362,K572,K572: Diverticular disease of large intestine with perforation and abscess,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K573,93,K573,K573: Diverticular disease of large intestine without perforation or abscess,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K574,8,K574,K574: Diverticular disease of both small and large intestine with perforation and abscess,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K578,63,K578,"K578: Diverticular disease of intestine, part unspecified, with perforation and abscess",K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K579,50,K579,"K579: Diverticular disease of intestine, part unspecified, without perforation or abscess",K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K580,2,K580,K580: Irritable bowel syndrome with diarrhoea,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K589,2,K589,K589: Irritable bowel syndrome without diarrhoea,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K590,363,K590,K590: Constipation,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K591,3,K591,K591: Functional diarrhoea,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K593,12,K593,"K593: Megacolon, not elsewhere classified",K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K598,9,K598,K598: Other specified functional intestinal disorders,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K599,2,K599,"K599: Functional intestinal disorder, unspecified",K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K610,9,K610,K610: Anal abscess,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K613,1,K613,K613: Ischiorectal abscess,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K621,1,K621,K621: Rectal polyp,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K623,5,K623,K623: Rectal prolapse,K55-K64,K55-K64: Other diseases of intestines,K55-K64,K55-K64 Other diseases of intestines,K55-K64,K55-K64: Other diseases of intestines,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
