Spell_Primary_Diagnosis,eol_broad_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
R831,1,R831,R831: Abnormal findings in cerebrospinal fluid: Abnormal level of hormones,R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K828,393,K828,K828: Other specified diseases of gallbladder,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K829,130,K829,"K829: Disease of gallbladder, unspecified",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K830,10035,K830,K830: Cholangitis,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K831,17722,K831,K831: Obstruction of bile duct,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K832,27,K832,K832: Perforation of bile duct,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K833,39,K833,K833: Fistula of bile duct,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K834,4,K834,K834: Spasm of sphincter of Oddi,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K835,6,K835,K835: Biliary cyst,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K838,2133,K838,K838: Other specified diseases of biliary tract,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K839,226,K839,"K839: Disease of biliary tract, unspecified",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T212,139,T212,T212: Burn of second degree of trunk,T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T213,306,T213,T213: Burn of third degree of trunk,T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T214,1,T214,T214: Corrosion of unspecified degree of trunk,T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T215,1,T215,T215: Corrosion of first degree of trunk,T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T216,1,T216,T216: Corrosion of second degree of trunk,T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T217,6,T217,T217: Corrosion of third degree of trunk,T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T220,89,T220,"T220: Burn of unspecified degree of shoulder and upper limb, except wrist and hand",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T221,10,T221,"T221: Burn of first degree of shoulder and upper limb, except wrist and hand",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T222,52,T222,"T222: Burn of second degree of shoulder and upper limb, except wrist and hand",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T25,"T20-T25: Burns and corrosions of external body surface, specified by site",T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8880,6,M8880,M8880: Paget's disease of other bones: Multiple sites,M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8885,27,M8885,M8885: Paget's disease of other bones: Pelvic region and thigh,M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8886,2,M8886,M8886: Paget's disease of other bones: Lower leg,M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8887,1,M8887,M8887: Paget's disease of other bones: Ankle and foot,M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8888,5,M8888,M8888: Paget's disease of other bones: Other,M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M889,24,M889,"M889: Paget's disease of bone, unspecified",M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8890,11,M8890,"M8890: Paget's disease of bone, unspecified: Multiple sites",M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8895,21,M8895,"M8895: Paget's disease of bone, unspecified: Pelvic region and thigh",M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8896,2,M8896,"M8896: Paget's disease of bone, unspecified: Lower leg",M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8898,3,M8898,"M8898: Paget's disease of bone, unspecified: Other",M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8899,7,M8899,"M8899: Paget's disease of bone, unspecified: Site unspecified",M86-M90,M86-M90: Other osteopathies,M86-M90,M86-M90: Other osteopathies,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R834,1,R834,R834: Abnormal findings in cerebrospinal fluid: Abnormal immunological findings,R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83-R89,"R83-R89: Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S219,30,S219,"S219: Open wound of thorax, part unspecified",S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S220,82,S220,S220: Fracture of thoracic vertebra,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S2200,4401,S2200,S2200: Fracture of thoracic vertebra: closed,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S2201,5,S2201,S2201: Fracture of thoracic vertebra: open,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S221,22,S221,S221: Multiple fractures of thoracic spine,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S2210,1466,S2210,S2210: Multiple fractures of thoracic spine: closed,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S2211,2,S2211,S2211: Multiple fractures of thoracic spine: open,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S222,19,S222,S222: Fracture of sternum,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S2220,850,S2220,S2220: Fracture of sternum: closed,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,S20-S29,S20-S29: Injuries to the thorax,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K850,116,K850,K850: Idiopathic acute pancreatitis,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K851,3122,K851,K851: Biliary acute pancreatitis,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K852,1570,K852,K852: Alcohol-induced acute pancreatitis,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K853,124,K853,K853: Drug-induced acute pancreatitis,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K858,888,K858,K858: Other acute pancreatitis,K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K859,8778,K859,"K859: Acute pancreatitis, unspecified",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",K80-K87,"K80-K87: Disorders of gallbladder, biliary tract and pancreas",11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
