Der_Activity_Month,ICB_Name_Short,spells
201605,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20527
201311,"QUY: NHS Bristol, N S'set & S Gloucs ICB",19086
202108,QXU: NHS Surrey Heartlands ICB,19846
201308,QPM: NHS Northamptonshire ICB,14300
201812,"QOX: NHS Bath & NE S'set, S'don & W ICB",19229
201404,"QK1: NHS Leics, Leic'shire & Rutland ICB",20553
202306,QF7: NHS South Yorkshire ICB,40532
202409,QT6: NHS Cornwall & Isles Of Scilly ICB,15499
201505,QXU: NHS Surrey Heartlands ICB,19244
201006,NULL,1340933
201511,NULL,185048
202210,QMJ: NHS North Central London ICB,33947
201803,QF7: NHS South Yorkshire ICB,34907
201807,"QOX: NHS Bath & NE S'set, S'don & W ICB",19930
201707,QWU: NHS Coventry And Warwickshire ICB,21539
202312,QUA: NHS Black Country ICB,23026
201910,QRL: NHS Hampshire And Isle Of Wight ICB,44576
202307,QHL: NHS Birmingham And Solihull ICB,33802
202410,QJG: NHS Suffolk & North East Essex ICB,30081
202310,QHL: NHS Birmingham And Solihull ICB,35092
201904,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20854
201909,QNQ: NHS Frimley ICB,18142
201310,QMJ: NHS North Central London ICB,37339
202304,QWO: NHS West Yorkshire ICB,49700
202102,QMJ: NHS North Central London ICB,27029
202108,"QOC: NHS Shrops, Telford & Wrekin ICB",13644
202012,"QK1: NHS Leics, Leic'shire & Rutland ICB",20364
201605,QNQ: NHS Frimley ICB,15545
201410,QM7: NHS Hertfordshire & West Essex ICB,32928
202002,QM7: NHS Hertfordshire & West Essex ICB,33312
201809,QRL: NHS Hampshire And Isle Of Wight ICB,38257
202209,QSL: NHS Somerset ICB,14302
202002,QXU: NHS Surrey Heartlands ICB,21916
202002,"QOC: NHS Shrops, Telford & Wrekin ICB",13989
202312,QOP: NHS Greater Manchester ICB,77521
202303,"QHG: NHS Beds, Luton & Milton Keynes ICB",24035
202308,QGH: NHS Herefords & Worcestershire ICB,20214
202109,QJM: NHS Lincolnshire ICB,15444
201312,"QOX: NHS Bath & NE S'set, S'don & W ICB",16589
202101,QUE: NHS Cambs & Peterborough ICB,13921
201805,QMJ: NHS North Central London ICB,35301
201305,QNQ: NHS Frimley ICB,14757
201606,QGH: NHS Herefords & Worcestershire ICB,16066
201209,QSL: NHS Somerset ICB,374
201212,QF7: NHS South Yorkshire ICB,19
201606,QYG: NHS Cheshire And Merseyside ICB,70828
202106,QRV: NHS North West London ICB,46124
201702,QVV: NHS Dorset ICB,19991
202406,QHL: NHS Birmingham And Solihull ICB,35005
202405,QOP: NHS Greater Manchester ICB,86269
202004,QMJ: NHS North Central London ICB,20258
202306,"QUY: NHS Bristol, N S'set & S Gloucs ICB",23100
201911,"QOX: NHS Bath & NE S'set, S'don & W ICB",21687
202408,QMJ: NHS North Central London ICB,28667
202410,QNX: NHS Sussex ICB,46392
202406,QPM: NHS Northamptonshire ICB,20654
201510,QRL: NHS Hampshire And Isle Of Wight ICB,37765
202310,QGH: NHS Herefords & Worcestershire ICB,20593
201906,QUE: NHS Cambs & Peterborough ICB,18903
202011,QWO: NHS West Yorkshire ICB,42111
202211,"QHG: NHS Beds, Luton & Milton Keynes ICB",23316
202011,QGH: NHS Herefords & Worcestershire ICB,16272
202112,"QOX: NHS Bath & NE S'set, S'don & W ICB",18726
202411,"QHG: NHS Beds, Luton & Milton Keynes ICB",9162
201204,"QOX: NHS Bath & NE S'set, S'don & W ICB",161
201210,QE1: NHS Lancashire & South Cumbria ICB,421
201211,QJG: NHS Suffolk & North East Essex ICB,75
201104,NULL,1270061
201812,QWU: NHS Coventry And Warwickshire ICB,21418
202210,QJG: NHS Suffolk & North East Essex ICB,23754
201702,QYG: NHS Cheshire And Merseyside ICB,64886
201901,"QUY: NHS Bristol, N S'set & S Gloucs ICB",22927
202201,QMM: NHS Norfolk And Waveney ICB,25537
201505,QM7: NHS Hertfordshire & West Essex ICB,31224
201910,QMJ: NHS North Central London ICB,38352
201312,QF7: NHS South Yorkshire ICB,33427
202308,QWO: NHS West Yorkshire ICB,54855
202008,"QK1: NHS Leics, Leic'shire & Rutland ICB",19379
202002,QSL: NHS Somerset ICB,14279
202010,QMF: NHS North East London ICB,36596
201411,QKK: NHS South East London ICB,35505
201403,QT1: NHS Nott'ham & Nottinghamshire ICB,25518
202203,QUE: NHS Cambs & Peterborough ICB,18522
201402,"QU9: NHS Bucks, Oxford & Berkshire W ICB",28388
202405,QUE: NHS Cambs & Peterborough ICB,13671
201301,QR1: NHS Gloucestershire ICB,343
201110,NULL,1358871
201105,NULL,1333298
201304,"QUY: NHS Bristol, N S'set & S Gloucs ICB",18064
201702,QPM: NHS Northamptonshire ICB,16628
201603,"QHG: NHS Beds, Luton & Milton Keynes ICB",19816
201908,QKK: NHS South East London ICB,36671
201906,NULL,193445
202212,"QHG: NHS Beds, Luton & Milton Keynes ICB",21677
202305,QRL: NHS Hampshire And Isle Of Wight ICB,43250
201702,QWO: NHS West Yorkshire ICB,54367
201808,QOP: NHS Greater Manchester ICB,79610
201405,QNQ: NHS Frimley ICB,15575
201909,QE1: NHS Lancashire & South Cumbria ICB,53825
202108,QSL: NHS Somerset ICB,14032
201911,"QUY: NHS Bristol, N S'set & S Gloucs ICB",22346
202304,QNC: NHS Staffordshire & Stoke-On-Tr ICB,28361
202004,QRL: NHS Hampshire And Isle Of Wight ICB,19684
201305,QE1: NHS Lancashire & South Cumbria ICB,37883
201604,"QHG: NHS Beds, Luton & Milton Keynes ICB",19566
202005,QUA: NHS Black Country ICB,18905
201504,QXU: NHS Surrey Heartlands ICB,19323
201702,QGH: NHS Herefords & Worcestershire ICB,15450
202105,QVV: NHS Dorset ICB,18997
201209,QE1: NHS Lancashire & South Cumbria ICB,368
202107,QWU: NHS Coventry And Warwickshire ICB,24293
201809,QJ2: NHS Derby And Derbyshire ICB,24256
201712,QM7: NHS Hertfordshire & West Essex ICB,30008
201803,QKK: NHS South East London ICB,36752
201306,QJG: NHS Suffolk & North East Essex ICB,20379
201409,NULL,178611
201812,QNQ: NHS Frimley ICB,15370
201601,QWU: NHS Coventry And Warwickshire ICB,19170
201405,QWU: NHS Coventry And Warwickshire ICB,18620
201808,QUA: NHS Black Country ICB,31992
202104,NULL,170399
201507,QYG: NHS Cheshire And Merseyside ICB,73827
201810,"QK1: NHS Leics, Leic'shire & Rutland ICB",25044
201806,NULL,203408
202304,QVV: NHS Dorset ICB,18583
202105,NULL,172633
201806,QNC: NHS Staffordshire & Stoke-On-Tr ICB,29639
201901,"QU9: NHS Bucks, Oxford & Berkshire W ICB",36952
201410,QKS: NHS Kent And Medway ICB,40817
201611,QMM: NHS Norfolk And Waveney ICB,29732
202105,QNC: NHS Staffordshire & Stoke-On-Tr ICB,26925
202407,QT1: NHS Nott'ham & Nottinghamshire ICB,33495
202206,QF7: NHS South Yorkshire ICB,33968
202406,QGH: NHS Herefords & Worcestershire ICB,20111
202302,QF7: NHS South Yorkshire ICB,35440
201411,QRV: NHS North West London ICB,39734
202411,QOQ: NHS Humber And North Yorkshire ICB,17377
201504,"QOC: NHS Shrops, Telford & Wrekin ICB",9431
201503,QWU: NHS Coventry And Warwickshire ICB,18769
201205,QM7: NHS Hertfordshire & West Essex ICB,165
202008,QWE: NHS South West London ICB,24958
201711,QKK: NHS South East London ICB,38390
201907,QNX: NHS Sussex ICB,39330
201409,QYG: NHS Cheshire And Merseyside ICB,68537
202002,QJK: NHS Devon ICB,29249
201901,QT1: NHS Nott'ham & Nottinghamshire ICB,27428
202402,QNX: NHS Sussex ICB,40092
201401,"QK1: NHS Leics, Leic'shire & Rutland ICB",21772
201812,QE1: NHS Lancashire & South Cumbria ICB,50208
201803,QRV: NHS North West London ICB,43426
202011,QPM: NHS Northamptonshire ICB,15219
201509,"QUY: NHS Bristol, N S'set & S Gloucs ICB",19708
202110,"QK1: NHS Leics, Leic'shire & Rutland ICB",21409
202005,QNC: NHS Staffordshire & Stoke-On-Tr ICB,16702
201411,QT6: NHS Cornwall & Isles Of Scilly ICB,12283
201505,QKS: NHS Kent And Medway ICB,39211
201608,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20732
201307,QH8: NHS Mid And South Essex ICB,25087
202303,"QOC: NHS Shrops, Telford & Wrekin ICB",15206
202007,"QK1: NHS Leics, Leic'shire & Rutland ICB",18831
201710,QT6: NHS Cornwall & Isles Of Scilly ICB,14170
201207,"QOX: NHS Bath & NE S'set, S'don & W ICB",602
201303,QUA: NHS Black Country ICB,148
201207,QF7: NHS South Yorkshire ICB,15
202009,QVV: NHS Dorset ICB,17935
201704,QWO: NHS West Yorkshire ICB,52848
202009,QNC: NHS Staffordshire & Stoke-On-Tr ICB,23848
201408,QOP: NHS Greater Manchester ICB,73576
202302,QMF: NHS North East London ICB,34856
202206,"QOX: NHS Bath & NE S'set, S'don & W ICB",19136
201904,QE1: NHS Lancashire & South Cumbria ICB,53431
202308,QVV: NHS Dorset ICB,20304
201401,QNX: NHS Sussex ICB,33941
202405,"QHG: NHS Beds, Luton & Milton Keynes ICB",25048
202005,QVV: NHS Dorset ICB,10946
201805,QJG: NHS Suffolk & North East Essex ICB,24103
202201,QWE: NHS South West London ICB,26814
202203,"QHG: NHS Beds, Luton & Milton Keynes ICB",21972
201304,QRV: NHS North West London ICB,39765
201504,QJM: NHS Lincolnshire ICB,16799
202112,QR1: NHS Gloucestershire ICB,11682
202108,QJM: NHS Lincolnshire ICB,14580
201804,QSL: NHS Somerset ICB,13238
202305,QGH: NHS Herefords & Worcestershire ICB,19350
201802,QNQ: NHS Frimley ICB,14788
201212,QRV: NHS North West London ICB,130
201208,QJM: NHS Lincolnshire ICB,108
201004,NULL,1283974
202007,QWE: NHS South West London ICB,23945
202208,NULL,182398
201711,QF7: NHS South Yorkshire ICB,35881
201511,QNX: NHS Sussex ICB,35832
201804,QE1: NHS Lancashire & South Cumbria ICB,51532
202106,QNQ: NHS Frimley ICB,15046
201503,QMJ: NHS North Central London ICB,35740
202112,"QUY: NHS Bristol, N S'set & S Gloucs ICB",18892
202005,NULL,114821
202404,"QUY: NHS Bristol, N S'set & S Gloucs ICB",23916
201802,QHM: NHS North East & North Cumbria ICB,68144
201512,QKS: NHS Kent And Medway ICB,41142
202110,QWE: NHS South West London ICB,29304
201806,QOQ: NHS Humber And North Yorkshire ICB,40813
202207,QNX: NHS Sussex ICB,34362
201507,QNC: NHS Staffordshire & Stoke-On-Tr ICB,29164
201711,"QOX: NHS Bath & NE S'set, S'don & W ICB",20002
201507,QVV: NHS Dorset ICB,20847
201704,QHL: NHS Birmingham And Solihull ICB,30742
202305,QPM: NHS Northamptonshire ICB,19620
202210,QJ2: NHS Derby And Derbyshire ICB,27740
202201,QH8: NHS Mid And South Essex ICB,23943
201407,QUE: NHS Cambs & Peterborough ICB,19483
202205,QHM: NHS North East & North Cumbria ICB,77431
201705,"QOC: NHS Shrops, Telford & Wrekin ICB",13405
202311,QJM: NHS Lincolnshire ICB,17116
201303,QOQ: NHS Humber And North Yorkshire ICB,214
202103,QNX: NHS Sussex ICB,35418
201311,QMM: NHS Norfolk And Waveney ICB,27797
201709,QMM: NHS Norfolk And Waveney ICB,28398
202106,QHM: NHS North East & North Cumbria ICB,75042
201607,QKK: NHS South East London ICB,35783
201610,QMJ: NHS North Central London ICB,34754
201606,QPM: NHS Northamptonshire ICB,18261
201506,QE1: NHS Lancashire & South Cumbria ICB,50153
201506,QHM: NHS North East & North Cumbria ICB,83898
202105,QUA: NHS Black Country ICB,30491
201504,QKS: NHS Kent And Medway ICB,38448
201704,QGH: NHS Herefords & Worcestershire ICB,16318
201903,QT1: NHS Nott'ham & Nottinghamshire ICB,27644
202309,QSL: NHS Somerset ICB,15643
201508,QOQ: NHS Humber And North Yorkshire ICB,38368
201911,QT6: NHS Cornwall & Isles Of Scilly ICB,14947
202106,QF7: NHS South Yorkshire ICB,35393
201709,QWE: NHS South West London ICB,30398
201503,QRL: NHS Hampshire And Isle Of Wight ICB,38160
201310,QH8: NHS Mid And South Essex ICB,25152
202003,QR1: NHS Gloucestershire ICB,11515
202311,QUA: NHS Black Country ICB,25174
201401,QHL: NHS Birmingham And Solihull ICB,32356
201604,QJM: NHS Lincolnshire ICB,17590
201808,QVV: NHS Dorset ICB,20451
201704,QPM: NHS Northamptonshire ICB,17019
202312,QUE: NHS Cambs & Peterborough ICB,12726
201303,QOP: NHS Greater Manchester ICB,213
201208,QUE: NHS Cambs & Peterborough ICB,30
201304,QWU: NHS Coventry And Warwickshire ICB,17239
202406,QRL: NHS Hampshire And Isle Of Wight ICB,44602
202105,QYG: NHS Cheshire And Merseyside ICB,67148
202211,NULL,190442
201808,QYG: NHS Cheshire And Merseyside ICB,72093
202104,QYG: NHS Cheshire And Merseyside ICB,66925
201509,QE1: NHS Lancashire & South Cumbria ICB,48739
202111,QJM: NHS Lincolnshire ICB,16643
202408,QH8: NHS Mid And South Essex ICB,31400
201905,QNX: NHS Sussex ICB,38028
202306,QKK: NHS South East London ICB,38412
201602,QSL: NHS Somerset ICB,13064
201911,QRV: NHS North West London ICB,46087
202312,"QHG: NHS Beds, Luton & Milton Keynes ICB",22467
201805,QT6: NHS Cornwall & Isles Of Scilly ICB,14522
201712,"QK1: NHS Leics, Leic'shire & Rutland ICB",22677
201611,QH8: NHS Mid And South Essex ICB,26558
202004,QH8: NHS Mid And South Essex ICB,12662
202403,QT6: NHS Cornwall & Isles Of Scilly ICB,15353
201604,QOP: NHS Greater Manchester ICB,74345
202111,QXU: NHS Surrey Heartlands ICB,21392
202009,NULL,173100
201809,QMJ: NHS North Central London ICB,32999
202209,"QOC: NHS Shrops, Telford & Wrekin ICB",13937
201912,QNX: NHS Sussex ICB,38180
202210,QRL: NHS Hampshire And Isle Of Wight ICB,39863
202204,QJG: NHS Suffolk & North East Essex ICB,21711
201510,QHL: NHS Birmingham And Solihull ICB,33546
201610,QRL: NHS Hampshire And Isle Of Wight ICB,38580
201608,QE1: NHS Lancashire & South Cumbria ICB,48719
201308,QOQ: NHS Humber And North Yorkshire ICB,36241
201808,QPM: NHS Northamptonshire ICB,17976
201606,QVV: NHS Dorset ICB,21338
201404,QHL: NHS Birmingham And Solihull ICB,31929
202112,"QU9: NHS Bucks, Oxford & Berkshire W ICB",32572
201508,QJK: NHS Devon ICB,26408
201702,QOP: NHS Greater Manchester ICB,72185
202001,QMF: NHS North East London ICB,43210
201810,QMM: NHS Norfolk And Waveney ICB,30198
202102,QJ2: NHS Derby And Derbyshire ICB,19826
201602,QE1: NHS Lancashire & South Cumbria ICB,47630
201411,QJG: NHS Suffolk & North East Essex ICB,22529
202411,QJK: NHS Devon ICB,23634
201405,QT6: NHS Cornwall & Isles Of Scilly ICB,12267
201604,QUA: NHS Black Country ICB,32025
201412,QJG: NHS Suffolk & North East Essex ICB,22654
201501,QJG: NHS Suffolk & North East Essex ICB,23001
201603,QUE: NHS Cambs & Peterborough ICB,19895
202012,QGH: NHS Herefords & Worcestershire ICB,15711
201408,QUA: NHS Black Country ICB,30183
201611,QWE: NHS South West London ICB,31924
201901,QR1: NHS Gloucestershire ICB,12932
201702,QUA: NHS Black Country ICB,30038
201807,QSL: NHS Somerset ICB,13870
201811,NULL,215507
202309,QE1: NHS Lancashire & South Cumbria ICB,53842
201903,"QU9: NHS Bucks, Oxford & Berkshire W ICB",36695
202206,QWU: NHS Coventry And Warwickshire ICB,22524
202202,QSL: NHS Somerset ICB,12844
202003,QMF: NHS North East London ICB,33015
201811,QNX: NHS Sussex ICB,38485
202305,QHL: NHS Birmingham And Solihull ICB,33279
202201,"QK1: NHS Leics, Leic'shire & Rutland ICB",20625
201605,QE1: NHS Lancashire & South Cumbria ICB,48288
201910,QJ2: NHS Derby And Derbyshire ICB,28557
201502,"QHG: NHS Beds, Luton & Milton Keynes ICB",17573
201307,QMM: NHS Norfolk And Waveney ICB,29297
201710,"QOX: NHS Bath & NE S'set, S'don & W ICB",19497
201701,QR1: NHS Gloucestershire ICB,11008
202411,QUE: NHS Cambs & Peterborough ICB,7681
201804,"QOC: NHS Shrops, Telford & Wrekin ICB",13072
202006,QUE: NHS Cambs & Peterborough ICB,13509
201612,QJM: NHS Lincolnshire ICB,17298
202309,QMF: NHS North East London ICB,40888
201710,QKK: NHS South East London ICB,38162
202302,QHM: NHS North East & North Cumbria ICB,76120
202409,QJG: NHS Suffolk & North East Essex ICB,28570
202107,QF7: NHS South Yorkshire ICB,34824
202410,"QK1: NHS Leics, Leic'shire & Rutland ICB",30388
202401,QM7: NHS Hertfordshire & West Essex ICB,36295
201602,"QOC: NHS Shrops, Telford & Wrekin ICB",11650
201412,QMJ: NHS North Central London ICB,34726
202311,"QHG: NHS Beds, Luton & Milton Keynes ICB",23822
202310,QJ2: NHS Derby And Derbyshire ICB,29672
201808,QWO: NHS West Yorkshire ICB,57719
202101,"QHG: NHS Beds, Luton & Milton Keynes ICB",14980
201309,QT1: NHS Nott'ham & Nottinghamshire ICB,23160
201906,"QHG: NHS Beds, Luton & Milton Keynes ICB",21951
202209,QJM: NHS Lincolnshire ICB,17328
201301,"QUY: NHS Bristol, N S'set & S Gloucs ICB",8814
202205,QMF: NHS North East London ICB,37626
201911,QNQ: NHS Frimley ICB,18867
201304,QNQ: NHS Frimley ICB,14284
202404,QT6: NHS Cornwall & Isles Of Scilly ICB,15184
201207,QRV: NHS North West London ICB,159
201212,QNQ: NHS Frimley ICB,5
201003,QHM: NHS North East & North Cumbria ICB,7
201506,QNQ: NHS Frimley ICB,15165
201703,QXU: NHS Surrey Heartlands ICB,21980
201208,"QHG: NHS Beds, Luton & Milton Keynes ICB",23
201209,"QOC: NHS Shrops, Telford & Wrekin ICB",7
201208,"QOC: NHS Shrops, Telford & Wrekin ICB",3
201211,QWE: NHS South West London ICB,17
200907,QJM: NHS Lincolnshire ICB,6
201104,QOQ: NHS Humber And North Yorkshire ICB,1
201302,QHL: NHS Birmingham And Solihull ICB,9
201003,QMF: NHS North East London ICB,6
200904,QR1: NHS Gloucestershire ICB,1
201302,QNX: NHS Sussex ICB,4
201002,QWO: NHS West Yorkshire ICB,5
201207,QKK: NHS South East London ICB,2
200906,QHL: NHS Birmingham And Solihull ICB,1
201001,QHM: NHS North East & North Cumbria ICB,5
201112,QWO: NHS West Yorkshire ICB,1
201205,QKS: NHS Kent And Medway ICB,1
201002,QNC: NHS Staffordshire & Stoke-On-Tr ICB,1
201110,QNC: NHS Staffordshire & Stoke-On-Tr ICB,1
201104,QNC: NHS Staffordshire & Stoke-On-Tr ICB,1
201107,QJM: NHS Lincolnshire ICB,1
202208,"QOC: NHS Shrops, Telford & Wrekin ICB",13938
202402,"QOX: NHS Bath & NE S'set, S'don & W ICB",22654
202109,QKK: NHS South East London ICB,36273
201511,"QOX: NHS Bath & NE S'set, S'don & W ICB",17542
202212,QMF: NHS North East London ICB,34753
201304,QNC: NHS Staffordshire & Stoke-On-Tr ICB,25425
202301,"QU9: NHS Bucks, Oxford & Berkshire W ICB",36273
201204,QSL: NHS Somerset ICB,85
200908,QOQ: NHS Humber And North Yorkshire ICB,3
201209,QNX: NHS Sussex ICB,6
202112,QOQ: NHS Humber And North Yorkshire ICB,39376
202305,QJK: NHS Devon ICB,36848
202308,QE1: NHS Lancashire & South Cumbria ICB,55479
202103,QKK: NHS South East London ICB,34859
202006,QVV: NHS Dorset ICB,13705
202401,QMM: NHS Norfolk And Waveney ICB,31824
202311,QHM: NHS North East & North Cumbria ICB,86742
201411,QKS: NHS Kent And Medway ICB,39333
201310,QOQ: NHS Humber And North Yorkshire ICB,40179
201511,QKK: NHS South East London ICB,36163
201709,QT1: NHS Nott'ham & Nottinghamshire ICB,25076
201307,QHL: NHS Birmingham And Solihull ICB,32269
202309,QJ2: NHS Derby And Derbyshire ICB,27979
201909,QJG: NHS Suffolk & North East Essex ICB,23707
201610,QOQ: NHS Humber And North Yorkshire ICB,41190
201908,QE1: NHS Lancashire & South Cumbria ICB,53026
201406,QUE: NHS Cambs & Peterborough ICB,18365
201907,QUE: NHS Cambs & Peterborough ICB,20627
202011,QUE: NHS Cambs & Peterborough ICB,16580
202010,QHL: NHS Birmingham And Solihull ICB,27759
201310,QXU: NHS Surrey Heartlands ICB,21029
201211,"QU9: NHS Bucks, Oxford & Berkshire W ICB",94
200910,QE1: NHS Lancashire & South Cumbria ICB,88
201312,QE1: NHS Lancashire & South Cumbria ICB,45395
201402,NULL,140249
201502,QE1: NHS Lancashire & South Cumbria ICB,45764
201409,QF7: NHS South Yorkshire ICB,35932
202402,QKK: NHS South East London ICB,42167
202106,QJG: NHS Suffolk & North East Essex ICB,23886
202101,QWU: NHS Coventry And Warwickshire ICB,17917
201504,QHM: NHS North East & North Cumbria ICB,81019
202406,QOQ: NHS Humber And North Yorkshire ICB,48461
202302,QRL: NHS Hampshire And Isle Of Wight ICB,37445
202312,QHM: NHS North East & North Cumbria ICB,78928
202008,QMF: NHS North East London ICB,32018
202306,QJK: NHS Devon ICB,37109
201904,QWO: NHS West Yorkshire ICB,57244
202208,QRV: NHS North West London ICB,46044
201910,QVV: NHS Dorset ICB,22694
202011,QNQ: NHS Frimley ICB,13130
201609,QYG: NHS Cheshire And Merseyside ICB,70016
202201,QYG: NHS Cheshire And Merseyside ICB,59862
202212,"QUY: NHS Bristol, N S'set & S Gloucs ICB",19538
201708,QOQ: NHS Humber And North Yorkshire ICB,39909
202407,QH8: NHS Mid And South Essex ICB,33094
201810,QUE: NHS Cambs & Peterborough ICB,20417
201901,QPM: NHS Northamptonshire ICB,19126
201902,QWU: NHS Coventry And Warwickshire ICB,21058
201809,QVV: NHS Dorset ICB,19554
201212,QJG: NHS Suffolk & North East Essex ICB,56
201302,QE1: NHS Lancashire & South Cumbria ICB,391
201303,QJG: NHS Suffolk & North East Essex ICB,175
202105,QMM: NHS Norfolk And Waveney ICB,27198
201808,QRV: NHS North West London ICB,42856
201607,NULL,195101
201502,QT6: NHS Cornwall & Isles Of Scilly ICB,12171
202006,QWO: NHS West Yorkshire ICB,33215
201701,QOQ: NHS Humber And North Yorkshire ICB,41151
202110,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27167
201512,QKK: NHS South East London ICB,34882
202004,QUE: NHS Cambs & Peterborough ICB,10016
201508,QKK: NHS South East London ICB,34602
201904,QNC: NHS Staffordshire & Stoke-On-Tr ICB,30600
201705,QNQ: NHS Frimley ICB,16016
201304,QWO: NHS West Yorkshire ICB,54480
201611,QVV: NHS Dorset ICB,21902
202311,QMM: NHS Norfolk And Waveney ICB,31596
202411,QRL: NHS Hampshire And Isle Of Wight ICB,19089
202405,QMJ: NHS North Central London ICB,29822
202205,QHL: NHS Birmingham And Solihull ICB,27499
